epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716392010.584078,1716392012.7701201,1716392011.3092053,1716392012.731114,1716392010.5890317,1716392011.3091977,1716392012.7311149,1716392012.7701175,,,,,,,,,,1.565355896949768,2.5332183837890625,0.1171875,0.234375
1,1716392012.770741,1716392018.3022895,1716392018.1529288,1716392018.248517,1716392012.777313,1716392018.1529238,1716392018.2485185,1716392018.3022876,,,,,,,,,,1.0336244106292725,2.5332183837890625,0.1171875,0.234375
2,1716392018.3025362,1716392019.0152922,1716392018.9979239,1716392019.0124378,1716392018.3065913,1716392018.9979177,1716392019.0124385,1716392019.0152912,,,,,,,,,,1.0810019969940186,2.5332183837890625,0.1171875,0.234375
3,1716392019.015442,1716392019.6454237,1716392019.6386547,1716392019.6431468,1716392019.0184734,1716392019.6386487,1716392019.6431472,1716392019.645423,,,,,,,,,,1.2126268148422241,2.5332183837890625,0.1171875,0.234375
4,1716392019.645576,1716392020.4709435,1716392020.4100902,1716392020.423502,1716392019.6499338,1716392020.4100738,1716392020.423503,1716392020.4709423,,,,,,,,,,1.0218193531036377,2.5332183837890625,0.1171875,0.234375
5,1716392020.4887102,1716392021.1287644,1716392021.117329,1716392021.125358,1716392020.4922352,1716392021.1173244,1716392021.1253586,1716392021.1287637,,,,,,,,,,1.0065970420837402,2.5332183837890625,0.1171875,0.234375
6,1716392021.1288865,1716392021.834739,1716392021.8253243,1716392021.830099,1716392021.131876,1716392021.8253174,1716392021.8301,1716392021.8347373,,,,,,,,,,1.1300915479660034,2.5332183837890625,0.1171875,0.234375
7,1716392021.8349166,1716392022.481638,1716392022.4683492,1716392022.4785678,1716392021.8435504,1716392022.4683387,1716392022.4785688,1716392022.4816368,,,,,,,,,,0.8676564693450928,2.5332183837890625,0.1171875,0.234375
8,1716392022.481775,1716392023.188543,1716392023.175556,1716392023.1856546,1716392022.4847112,1716392023.1755497,1716392023.185655,1716392023.1885421,,,,,,,,,,0.6945949792861938,2.5332183837890625,0.1171875,0.234375
9,1716392023.1886826,1716392023.8091094,1716392023.8017802,1716392023.8067336,1716392023.1927352,1716392023.8017626,1716392023.806734,1716392023.809109,,,,,,,,,,1.2308281660079956,2.5332183837890625,0.1171875,0.234375
10,1716392023.8092287,1716392024.4384632,1716392024.4174182,1716392024.433065,1716392023.812288,1716392024.417409,1716392024.4330654,1716392024.4384623,,,,,,,,,,1.0445069074630737,2.5332183837890625,0.1171875,0.234375
