epoch,start.epoch,end.epoch,start.epoch_calculation,end.epoch_calculation,start.send_data,end.send_data,start.recv_data,end.recv_data,start.calc_gradients,end.calc_gradients,start.agg_gradients,end.agg_gradients,start.generate_data,end.generate_data,fid,is,start.fid,end.fid,start.is,end.is,size.data,size.feedback,start.swap,end.swap,swap,size.sent,size.recv
10,1716385421.7584963,1716385422.0284593,1716385421.7584965,1716385422.0284584,1716385421.7595837,1716385421.8803058,1716385421.8803546,1716385421.997365,1716385422.0274746,1716385422.028457,1716385421.9981961,1716385422.0273147,1716385421.758502,1716385421.7595832,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
11,1716385422.0286403,1716385422.3040948,1716385422.0286405,1716385422.3040943,1716385422.029836,1716385422.1610057,1716385422.1610498,1716385422.274671,1716385422.3031135,1716385422.304093,1716385422.2754424,1716385422.3030138,1716385422.0286472,1716385422.0298352,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
12,1716385422.3042352,1716385422.5629015,1716385422.3042355,1716385422.5629008,1716385422.3052971,1716385422.4458334,1716385422.4460356,1716385422.5316396,1716385422.5619638,1716385422.5628994,1716385422.5327218,1716385422.561825,1716385422.3042414,1716385422.3052967,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
13,1716385422.5630648,1716385422.8485515,1716385422.563065,1716385422.8485506,1716385422.5640798,1716385422.6862707,1716385422.68635,1716385422.8187284,1716385422.8475587,1716385422.8485491,1716385422.8196151,1716385422.8474395,1716385422.5630696,1716385422.5640793,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
14,1716385422.8487227,1716385423.1049204,1716385422.8487232,1716385423.1049194,1716385422.849949,1716385422.9567888,1716385422.9568696,1716385423.0750706,1716385423.1039107,1716385423.104918,1716385423.075929,1716385423.1037993,1716385422.848732,1716385422.8499484,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
15,1716385423.1050675,1716385423.4170845,1716385423.1050677,1716385423.4170837,1716385423.1062467,1716385423.2396348,1716385423.2397017,1716385423.3863342,1716385423.4160829,1716385423.4170818,1716385423.3871424,1716385423.415982,1716385423.1050737,1716385423.1062462,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
16,1716385423.4172225,1716385423.679813,1716385423.4172227,1716385423.6798122,1716385423.4184852,1716385423.5218558,1716385423.5219064,1716385423.6505835,1716385423.6788979,1716385423.6798105,1716385423.65144,1716385423.6787732,1716385423.4172282,1716385423.4184844,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
17,1716385423.6799943,1716385423.9825065,1716385423.6799948,1716385423.9825058,1716385423.6812193,1716385423.8154082,1716385423.8154972,1716385423.9517868,1716385423.981496,1716385423.9825044,1716385423.9528553,1716385423.9813757,1716385423.6800013,1716385423.6812189,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
18,1716385423.9826498,1716385424.2737057,1716385423.98265,1716385424.273705,1716385423.9840264,1716385424.1394382,1716385424.1395087,1716385424.2438953,1716385424.2727106,1716385424.2737036,1716385424.2446868,1716385424.2726154,1716385423.9826555,1716385423.984026,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
19,1716385424.2738423,1716385424.559474,1716385424.2738426,1716385424.559473,1716385424.2749894,1716385424.4007897,1716385424.4008424,1716385424.530237,1716385424.558424,1716385424.5594718,1716385424.5310478,1716385424.5583217,1716385424.2738476,1716385424.2749891,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
20,1716385424.5596125,1716385424.8263958,1716385424.5596128,1716385424.8263948,1716385424.560726,1716385424.7036185,1716385424.7036803,1716385424.796074,1716385424.8254972,1716385424.8263934,1716385424.796854,1716385424.8254,1716385424.5596204,1716385424.5607255,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
21,1716385424.8265262,1716385425.0671303,1716385424.8265266,1716385425.0671296,1716385424.827655,1716385424.9868038,1716385424.9868588,1716385425.037114,1716385425.0658906,1716385425.0671282,1716385425.0379133,1716385425.0657833,1716385424.826534,1716385424.8276544,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
22,1716385425.0673037,1716385425.3089101,1716385425.0673041,1716385425.3089094,1716385425.0685465,1716385425.2031913,1716385425.2032986,1716385425.278924,1716385425.3079653,1716385425.308908,1716385425.2797368,1716385425.3078735,1716385425.067313,1716385425.068546,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
23,1716385425.3090332,1716385425.5827734,1716385425.3090334,1716385425.5827727,1716385425.3103306,1716385425.4349313,1716385425.435101,1716385425.554249,1716385425.5818756,1716385425.5827715,1716385425.5549881,1716385425.5817802,1716385425.3090384,1716385425.31033,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
24,1716385425.5828986,1716385425.8525636,1716385425.5828989,1716385425.852563,1716385425.5840428,1716385425.7318373,1716385425.7319598,1716385425.8229866,1716385425.8515778,1716385425.8525615,1716385425.8238428,1716385425.8514798,1716385425.5829043,1716385425.5840423,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
25,1716385425.8527586,1716385426.1067324,1716385425.8527591,1716385426.1067314,1716385425.8538573,1716385425.980892,1716385425.980949,1716385426.0763083,1716385426.1058095,1716385426.10673,1716385426.077207,1716385426.105706,1716385425.8527668,1716385425.8538568,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
26,1716385426.1068788,1716385426.4161444,1716385426.1068792,1716385426.4161437,1716385426.1081498,1716385426.2703373,1716385426.2703903,1716385426.3871891,1716385426.4151933,1716385426.4161417,1716385426.387973,1716385426.4151034,1716385426.1068852,1716385426.108149,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
27,1716385426.4162877,1716385426.6810634,1716385426.4162881,1716385426.6810627,1716385426.4173985,1716385426.5346892,1716385426.5355232,1716385426.6504648,1716385426.6801333,1716385426.681061,1716385426.6512368,1716385426.6800292,1716385426.4162939,1716385426.417398,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
28,1716385426.681194,1716385426.9270742,1716385426.6811943,1716385426.9270737,1716385426.6822658,1716385426.7967203,1716385426.7968645,1716385426.89763,1716385426.9261699,1716385426.9270723,1716385426.898474,1716385426.9260533,1716385426.6811996,1716385426.6822653,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
29,1716385426.9272559,1716385427.1981485,1716385426.927256,1716385427.1981478,1716385426.928357,1716385427.0814223,1716385427.0814779,1716385427.1702065,1716385427.1972082,1716385427.198146,1716385427.17101,1716385427.1971068,1716385426.9272614,1716385426.9283564,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
30,1716385427.1982825,1716385427.4690692,1716385427.1982827,1716385427.4690685,1716385427.1993985,1716385427.3241653,1716385427.3242402,1716385427.4399126,1716385427.4681458,1716385427.4690673,1716385427.4407086,1716385427.4678524,1716385427.1982884,1716385427.1993978,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
31,1716385427.469201,1716385427.7165835,1716385427.4692013,1716385427.7165828,1716385427.470343,1716385427.5930421,1716385427.5930948,1716385427.687763,1716385427.7156153,1716385427.716581,1716385427.68856,1716385427.7155318,1716385427.4692085,1716385427.4703424,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
32,1716385427.7167091,1716385427.9889984,1716385427.7167094,1716385427.9889977,1716385427.7177541,1716385427.8582523,1716385427.8583887,1716385427.9593048,1716385427.988001,1716385427.9889963,1716385427.9600985,1716385427.9878974,1716385427.7167141,1716385427.717754,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
33,1716385427.9891381,1716385428.2280588,1716385427.9891384,1716385428.228058,1716385427.9902565,1716385428.1077428,1716385428.107793,1716385428.198663,1716385428.2271163,1716385428.228057,1716385428.1994696,1716385428.2270212,1716385427.9891458,1716385427.990256,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
34,1716385428.2281883,1716385428.5000513,1716385428.2281885,1716385428.5000505,1716385428.2294545,1716385428.3593655,1716385428.3594303,1716385428.4704792,1716385428.498882,1716385428.5000489,1716385428.4712894,1716385428.4987829,1716385428.2281938,1716385428.229454,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
35,1716385428.5001843,1716385428.7760017,1716385428.5001848,1716385428.776001,1716385428.5013676,1716385428.6480494,1716385428.6481283,1716385428.7462106,1716385428.775066,1716385428.7759995,1716385428.746977,1716385428.774976,1716385428.5001917,1716385428.5013669,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
36,1716385428.7761261,1716385429.0617058,1716385428.7761264,1716385429.0617049,1716385428.7773674,1716385428.9292982,1716385428.9293914,1716385429.029464,1716385429.0607228,1716385429.0617034,1716385429.0302699,1716385429.0606184,1716385428.776133,1716385428.7773666,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
37,1716385429.061855,1716385429.332139,1716385429.0618556,1716385429.332138,1716385429.063037,1716385429.1968615,1716385429.1969616,1716385429.3008988,1716385429.331163,1716385429.3321366,1716385429.3017173,1716385429.3310626,1716385429.0618637,1716385429.0630362,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
38,1716385429.3322892,1716385429.6091573,1716385429.33229,1716385429.6091564,1716385429.333535,1716385429.4638646,1716385429.4639704,1716385429.5782046,1716385429.6081693,1716385429.6091552,1716385429.5791152,1716385429.608039,1716385429.3322988,1716385429.3335345,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
39,1716385429.6093183,1716385429.8446057,1716385429.6093185,1716385429.844605,1716385429.6105165,1716385429.711511,1716385429.7115855,1716385429.8135736,1716385429.8435342,1716385429.8446033,1716385429.8145187,1716385429.8433976,1716385429.6093256,1716385429.610516,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
40,1716385429.8447623,1716385430.1407616,1716385429.8447628,1716385430.140761,1716385429.846007,1716385429.9968197,1716385429.9968607,1716385430.11025,1716385430.139731,1716385430.1407592,1716385430.1110528,1716385430.139626,1716385429.8447714,1716385429.8460066,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
41,1716385430.1408994,1716385430.3909683,1716385430.1408997,1716385430.3909676,1716385430.1421373,1716385430.2595024,1716385430.2595727,1716385430.3625739,1716385430.3900514,1716385430.390966,1716385430.3634,1716385430.3899577,1716385430.1409068,1716385430.1421366,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
42,1716385430.3910959,1716385430.6704392,1716385430.391096,1716385430.6704383,1716385430.3922532,1716385430.5265474,1716385430.5266275,1716385430.6406016,1716385430.669424,1716385430.670437,1716385430.6413927,1716385430.6692882,1716385430.3911018,1716385430.3922524,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
43,1716385430.6705747,1716385430.9655178,1716385430.670575,1716385430.9655166,1716385430.6716852,1716385430.812274,1716385430.8123887,1716385430.9277337,1716385430.9641569,1716385430.9655147,1716385430.9287684,1716385430.96398,1716385430.6705801,1716385430.6716845,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
44,1716385430.9657383,1716385431.2309086,1716385430.9657385,1716385431.230908,1716385430.967392,1716385431.1107595,1716385431.1108012,1716385431.2021987,1716385431.2298954,1716385431.2309067,1716385431.2029989,1716385431.2297962,1716385430.9657488,1716385430.9673913,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
45,1716385431.2310407,1716385431.5119169,1716385431.231041,1716385431.511916,1716385431.2322974,1716385431.3923488,1716385431.392446,1716385431.482417,1716385431.5110111,1716385431.5119145,1716385431.4831743,1716385431.5109134,1716385431.2310464,1716385431.232297,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
46,1716385431.512099,1716385431.795695,1716385431.5120997,1716385431.7956944,1716385431.5132482,1716385431.6487205,1716385431.6488311,1716385431.7661023,1716385431.794751,1716385431.7956932,1716385431.7669117,1716385431.7946484,1716385431.5121093,1716385431.5132475,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
47,1716385431.795838,1716385432.0407624,1716385431.7958388,1716385432.0407617,1716385431.7970974,1716385431.926472,1716385431.9265482,1716385432.0106127,1716385432.039683,1716385432.04076,1716385432.01141,1716385432.0395894,1716385431.7958465,1716385431.797097,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
48,1716385432.0408921,1716385432.3261125,1716385432.0408924,1716385432.3261118,1716385432.0421057,1716385432.1826763,1716385432.1827772,1716385432.2969358,1716385432.3251805,1716385432.3261104,1716385432.2976918,1716385432.3250911,1716385432.0408983,1716385432.0421052,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
49,1716385432.3262374,1716385432.6210766,1716385432.3262377,1716385432.6210756,1716385432.3273542,1716385432.4713633,1716385432.4715059,1716385432.592624,1716385432.620004,1716385432.6210742,1716385432.5933976,1716385432.6199055,1716385432.3262486,1716385432.327354,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
50,1716385432.6212077,1716385432.8919551,1716385432.6212084,1716385432.8919544,1716385432.6226768,1716385432.7372198,1716385432.7372742,1716385432.8624673,1716385432.891084,1716385432.8919532,1716385432.8633938,1716385432.890973,1716385432.6212134,1716385432.622676,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
51,1716385432.892146,1716385433.169085,1716385432.8921463,1716385433.1690843,1716385432.8933475,1716385433.0289137,1716385433.0289567,1716385433.1385508,1716385433.1681113,1716385433.1690829,1716385433.1393282,1716385433.1680167,1716385432.8921516,1716385432.8933468,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
52,1716385433.1692145,1716385433.4108038,1716385433.1692147,1716385433.4108033,1716385433.1703591,1716385433.2898288,1716385433.289905,1716385433.3825135,1716385433.4099116,1716385433.410802,1716385433.3832963,1716385433.4098098,1716385433.1692204,1716385433.1703584,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
53,1716385433.41094,1716385433.6567366,1716385433.4109404,1716385433.6567357,1716385433.4121017,1716385433.5472462,1716385433.547286,1716385433.6263523,1716385433.6556883,1716385433.6567342,1716385433.6271076,1716385433.6555789,1716385433.410948,1716385433.412101,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
54,1716385433.6568727,1716385433.950603,1716385433.656873,1716385433.9506023,1716385433.657984,1716385433.7926753,1716385433.7927516,1716385433.9217641,1716385433.9495623,1716385433.9506009,1716385433.9226942,1716385433.9494386,1716385433.656878,1716385433.6579835,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
55,1716385433.950794,1716385434.2094631,1716385433.9507942,1716385434.2094626,1716385433.9520473,1716385434.0897133,1716385434.089749,1716385434.1786125,1716385434.2085555,1716385434.209461,1716385434.1793678,1716385434.2084289,1716385433.9508007,1716385433.9520466,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
56,1716385434.209586,1716385434.479873,1716385434.2095861,1716385434.4798722,1716385434.210666,1716385434.3413663,1716385434.3414533,1716385434.4501016,1716385434.4789205,1716385434.4798708,1716385434.4508421,1716385434.4788318,1716385434.2095919,1716385434.2106655,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
57,1716385434.4800062,1716385434.7350636,1716385434.4800065,1716385434.735063,1716385434.4811964,1716385434.5985868,1716385434.5986648,1716385434.706173,1716385434.734154,1716385434.7350614,1716385434.706973,1716385434.7340143,1716385434.4800134,1716385434.4811957,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
58,1716385434.7351947,1716385434.9973574,1716385434.7351952,1716385434.997357,1716385434.736319,1716385434.8587682,1716385434.8595102,1716385434.9671278,1716385434.9964168,1716385434.9973555,1716385434.9680505,1716385434.9963052,1716385434.735202,1716385434.7363183,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
59,1716385434.9974937,1716385435.2502074,1716385434.9974942,1716385435.2502065,1716385434.9985902,1716385435.1302085,1716385435.130332,1716385435.2198756,1716385435.249151,1716385435.250205,1716385435.2206461,1716385435.249054,1716385434.9975014,1716385434.9985893,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
60,1716385435.2503397,1716385435.5117354,1716385435.2503405,1716385435.5117347,1716385435.2515543,1716385435.3707392,1716385435.3707926,1716385435.4819674,1716385435.510823,1716385435.5117333,1716385435.4827409,1716385435.5107205,1716385435.2503455,1716385435.2515538,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
61,1716385435.5118752,1716385435.757125,1716385435.5118754,1716385435.7571242,1716385435.5130365,1716385435.6252477,1716385435.6252966,1716385435.7273521,1716385435.7560382,1716385435.7571228,1716385435.7281368,1716385435.7558944,1716385435.5118806,1716385435.513036,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
62,1716385435.7572927,1716385436.014181,1716385435.7572932,1716385436.0141802,1716385435.7584167,1716385435.8848677,1716385435.8850534,1716385435.9839795,1716385436.0132775,1716385436.0141788,1716385435.984828,1716385436.0131552,1716385435.757301,1716385435.7584162,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
63,1716385436.01433,1716385436.2806857,1716385436.0143304,1716385436.2806847,1716385436.0157228,1716385436.1267374,1716385436.126893,1716385436.252026,1716385436.279747,1716385436.2806835,1716385436.2528627,1716385436.279635,1716385436.0143378,1716385436.0157223,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
64,1716385436.2808154,1716385436.539302,1716385436.280816,1716385436.5393014,1716385436.2819235,1716385436.4051487,1716385436.4052541,1716385436.5100703,1716385436.5383623,1716385436.5393002,1716385436.510853,1716385436.538269,1716385436.2808235,1716385436.281923,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
65,1716385436.5394337,1716385436.8067188,1716385436.539434,1716385436.8067179,1716385436.5406022,1716385436.6978018,1716385436.6978452,1716385436.7785037,1716385436.8058667,1716385436.8067164,1716385436.7792563,1716385436.8057787,1716385436.5394535,1716385436.5406013,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
66,1716385436.8068445,1716385437.0430262,1716385436.806845,1716385437.0430255,1716385436.8079894,1716385436.9268193,1716385436.926858,1716385437.0146105,1716385437.0421436,1716385437.043024,1716385437.0154173,1716385437.0420523,1716385436.806851,1716385436.8079886,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
67,1716385437.0431516,1716385437.2814405,1716385437.0431519,1716385437.28144,1716385437.0442045,1716385437.1498375,1716385437.1498733,1716385437.252565,1716385437.2804782,1716385437.2814384,1716385437.2533998,1716385437.2803433,1716385437.043157,1716385437.044204,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
68,1716385437.2815711,1716385437.5209918,1716385437.2815714,1716385437.520991,1716385437.2826357,1716385437.4129758,1716385437.4130301,1716385437.4897192,1716385437.5200398,1716385437.5209897,1716385437.4905272,1716385437.5199502,1716385437.2815788,1716385437.282635,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
69,1716385437.5211189,1716385437.779371,1716385437.521119,1716385437.7793703,1716385437.5222638,1716385437.692768,1716385437.6928096,1716385437.7497563,1716385437.7778277,1716385437.7793686,1716385437.7505314,1716385437.77772,1716385437.5211244,1716385437.5222633,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
70,1716385437.7795243,1716385438.0289514,1716385437.7795265,1716385438.0289505,1716385437.7807126,1716385437.920099,1716385437.9203134,1716385438.000183,1716385438.0280333,1716385438.0289493,1716385438.0010495,1716385438.0279431,1716385437.779533,1716385437.780712,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
71,1716385438.0290792,1716385438.3231986,1716385438.0290794,1716385438.3231974,1716385438.0300574,1716385438.178452,1716385438.1784863,1716385438.294168,1716385438.3222864,1716385438.3231957,1716385438.294959,1716385438.3221903,1716385438.029085,1716385438.030057,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
72,1716385438.323352,1716385438.59566,1716385438.3233526,1716385438.5956593,1716385438.3244977,1716385438.4577625,1716385438.4578292,1716385438.5651317,1716385438.5947034,1716385438.5956578,1716385438.5659795,1716385438.5945885,1716385438.32336,1716385438.324497,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
73,1716385438.5958402,1716385438.8618236,1716385438.5958407,1716385438.8618224,1716385438.5971065,1716385438.7153227,1716385438.7153666,1716385438.832391,1716385438.860773,1716385438.8618212,1716385438.8332086,1716385438.8606591,1716385438.5958486,1716385438.5971057,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
74,1716385438.861955,1716385439.1192923,1716385438.8619552,1716385439.1192915,1716385438.863166,1716385438.975957,1716385438.976031,1716385439.088277,1716385439.1183708,1716385439.1192899,1716385439.089123,1716385439.118269,1716385438.8619604,1716385438.8631656,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
75,1716385439.1194444,1716385439.3693519,1716385439.1194448,1716385439.3693511,1716385439.120653,1716385439.262222,1716385439.2623215,1716385439.3394077,1716385439.3683155,1716385439.3693497,1716385439.340269,1716385439.3682125,1716385439.11945,1716385439.1206522,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
76,1716385439.3694873,1716385439.65151,1716385439.3694875,1716385439.6515093,1716385439.370692,1716385439.517187,1716385439.5172877,1716385439.621279,1716385439.6505563,1716385439.6515079,1716385439.6220305,1716385439.6504579,1716385439.3694937,1716385439.3706913,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
77,1716385439.651737,1716385439.9068983,1716385439.651738,1716385439.906897,1716385439.6529424,1716385439.7749515,1716385439.775048,1716385439.8705778,1716385439.905937,1716385439.9068952,1716385439.871353,1716385439.9058342,1716385439.6517465,1716385439.6529422,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
78,1716385439.9070497,1716385440.1839201,1716385439.90705,1716385440.1839194,1716385439.908524,1716385440.0377338,1716385440.037778,1716385440.1535053,1716385440.1829271,1716385440.183918,1716385440.1543071,1716385440.182834,1716385439.9070559,1716385439.9085236,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
79,1716385440.1840491,1716385440.4714122,1716385440.1840494,1716385440.4714115,1716385440.1853306,1716385440.331747,1716385440.331809,1716385440.442106,1716385440.4704916,1716385440.4714096,1716385440.4428785,1716385440.4703946,1716385440.1840546,1716385440.1853302,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
80,1716385440.4715552,1716385440.7497954,1716385440.471556,1716385440.7497945,1716385440.4728398,1716385440.611035,1716385440.611135,1716385440.7197893,1716385440.7489057,1716385440.749793,1716385440.72053,1716385440.748807,1716385440.4715633,1716385440.4728394,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
81,1716385440.7499266,1716385441.0105464,1716385440.7499273,1716385441.0105457,1716385440.7509973,1716385440.9002423,1716385440.9002867,1716385440.980034,1716385441.0096045,1716385441.010544,1716385440.9808786,1716385441.0095046,1716385440.7499344,1716385440.7509968,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
82,1716385441.0106783,1716385441.2587194,1716385441.0106788,1716385441.2587187,1716385441.0117984,1716385441.1300485,1716385441.130105,1716385441.2292194,1716385441.257748,1716385441.2587175,1716385441.2300036,1716385441.2576435,1716385441.0106862,1716385441.0117974,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
83,1716385441.2588596,1716385441.51637,1716385441.2588599,1716385441.5163696,1716385441.2599914,1716385441.3957813,1716385441.3958504,1716385441.486305,1716385441.5153875,1716385441.516368,1716385441.4870715,1716385441.5152962,1716385441.2588649,1716385441.2599907,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
84,1716385441.51653,1716385441.7760978,1716385441.5165305,1716385441.776097,1716385441.5176413,1716385441.662187,1716385441.662278,1716385441.745676,1716385441.7750494,1716385441.7760952,1716385441.7465212,1716385441.7749522,1716385441.5165365,1716385441.5176406,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
85,1716385441.776235,1716385442.0555766,1716385441.7762353,1716385442.0555758,1716385441.7774138,1716385441.9184763,1716385441.9185195,1716385442.0186138,1716385442.054591,1716385442.0555742,1716385442.0194972,1716385442.0544786,1716385441.7762408,1716385441.7774136,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
86,1716385442.0557349,1716385442.3413591,1716385442.0557353,1716385442.3413584,1716385442.057028,1716385442.2348564,1716385442.234912,1716385442.305734,1716385442.3403082,1716385442.3413563,1716385442.3066363,1716385442.340199,1716385442.055743,1716385442.0570276,,,,,,,0.234375,2.34375,,,False,4.6875,2.34375
