epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716392010.5436823,1716392013.046393,1716392011.2305276,1716392013.042971,1716392010.5699317,1716392011.2305214,1716392013.0429714,1716392013.0463915,,,,,,,,,,1.8597346544265747,2.5332183837890625,0.1171875,0.234375
1,1716392013.0481448,1716392018.0796142,1716392018.0604787,1716392018.0755048,1716392013.057648,1716392018.0604599,1716392018.0755055,1716392018.0796127,,,,,,,,,,1.4699549674987793,2.5332183837890625,0.1171875,0.234375
2,1716392018.0808108,1716392018.9472315,1716392018.937288,1716392018.9444525,1716392018.0872211,1716392018.937277,1716392018.9444535,1716392018.94723,,,,,,,,,,1.0232130289077759,2.5332183837890625,0.1171875,0.234375
3,1716392018.947405,1716392019.6582656,1716392019.5942416,1716392019.6027708,1716392018.9510763,1716392019.5942354,1716392019.602772,1716392019.6582644,,,,,,,,,,1.1026177406311035,2.5332183837890625,0.1171875,0.234375
4,1716392019.6585145,1716392020.314768,1716392020.3072906,1716392020.3125103,1716392019.6981921,1716392020.307285,1716392020.3125105,1716392020.3147674,,,,,,,,,,0.8684192299842834,2.5332183837890625,0.1171875,0.234375
5,1716392020.3149135,1716392020.9704258,1716392020.961853,1716392020.968118,1716392020.31929,1716392020.9618418,1716392020.9681184,1716392020.970425,,,,,,,,,,0.9066186547279358,2.5332183837890625,0.1171875,0.234375
6,1716392020.9705825,1716392021.783267,1716392021.7677147,1716392021.7776601,1716392020.9739583,1716392021.767706,1716392021.7776613,1716392021.7832656,,,,,,,,,,0.7923809885978699,2.5332183837890625,0.1171875,0.234375
7,1716392021.7834816,1716392022.4354427,1716392022.424254,1716392022.4330971,1716392021.8196774,1716392022.4242473,1716392022.4330978,1716392022.4354417,,,,,,,,,,1.0043883323669434,2.5332183837890625,0.1171875,0.234375
8,1716392022.4356065,1716392023.0642169,1716392023.0535557,1716392023.060188,1716392022.4388957,1716392023.0535483,1716392023.060189,1716392023.064216,,,,,,,,,,0.9403460621833801,2.5332183837890625,0.1171875,0.234375
9,1716392023.0645566,1716392023.7199862,1716392023.6983764,1716392023.7135584,1716392023.069132,1716392023.6983676,1716392023.7135592,1716392023.7199843,,,,,,,,,,0.9738996028900146,2.5332183837890625,0.1171875,0.234375
10,1716392023.7203074,1716392024.4422255,1716392024.3801782,1716392024.4105322,1716392023.7490304,1716392024.3801649,1716392024.410534,1716392024.4422238,,,,,,,,,,0.5496118068695068,2.5332183837890625,0.1171875,0.234375
11,1716392024.4424024,1716392024.9927294,1716392024.9639642,1716392024.9693313,1716392024.445819,1716392024.9639592,1716392024.9693317,1716392024.9927273,,,,,,,,,,0.7727301120758057,2.5332183837890625,0.1171875,0.234375
12,1716392024.9930687,1716392025.5407436,1716392025.5281923,1716392025.5384786,1716392025.037914,1716392025.5281873,1716392025.538479,1716392025.5407429,,,,,,,,,,0.6146907806396484,2.5332183837890625,0.1171875,0.234375
13,1716392025.540878,1716392026.2858503,1716392026.2640736,1716392026.2738361,1716392025.544761,1716392026.2640686,1716392026.2738373,1716392026.285849,,,,,,,,,,0.6033837795257568,2.5332183837890625,0.1171875,0.234375
14,1716392026.2999806,1716392027.0290895,1716392027.0076487,1716392027.023403,1716392026.3055696,1716392027.0076003,1716392027.023404,1716392027.0290885,,,,,,,,,,0.6392251253128052,2.5332183837890625,0.1171875,0.234375
15,1716392027.029373,1716392027.6415877,1716392027.6208017,1716392027.6327698,1716392027.0430956,1716392027.6207957,1716392027.6327703,1716392027.6415868,,,,,,,,,,0.5086868405342102,2.5332183837890625,0.1171875,0.234375
16,1716392027.6419072,1716392028.2591214,1716392028.2184436,1716392028.252505,1716392027.6634035,1716392028.218434,1716392028.2525058,1716392028.2591202,,,,,,,,,,0.7168946266174316,2.5332183837890625,0.1171875,0.234375
17,1716392028.2592692,1716392028.9862192,1716392028.9704163,1716392028.979397,1716392028.2625692,1716392028.970406,1716392028.9793975,1716392028.9862182,,,,,,,,,,0.6235891580581665,2.5332183837890625,0.1171875,0.234375
18,1716392028.9863796,1716392029.6272602,1716392029.5846233,1716392029.599598,1716392028.9897902,1716392029.584617,1716392029.5995986,1716392029.6272588,,,,,,,,,,0.4442349374294281,2.5332183837890625,0.1171875,0.234375
19,1716392029.6274319,1716392030.2544844,1716392030.2466087,1716392030.2520947,1716392029.6309955,1716392030.2466018,1716392030.2520952,1716392030.254484,,,,,,,,,,0.3838064670562744,2.5332183837890625,0.1171875,0.234375
20,1716392030.2546928,1716392030.920923,1716392030.8755834,1716392030.891247,1716392030.2589638,1716392030.8755774,1716392030.891248,1716392030.9209218,,,,,,,,,,0.24792659282684326,2.5332183837890625,0.1171875,0.234375
21,1716392030.9213488,1716392031.5340393,1716392031.4902444,1716392031.5048695,1716392030.924978,1716392031.490237,1716392031.5048702,1716392031.5340383,,,,,,,,,,0.41455507278442383,2.5332183837890625,0.1171875,0.234375
22,1716392031.5342643,1716392032.162038,1716392032.1534803,1716392032.1593978,1716392031.5377913,1716392032.1534755,1716392032.1593986,1716392032.1620371,,,,,,,,,,0.46853330731391907,2.5332183837890625,0.1171875,0.234375
23,1716392032.1623724,1716392032.8820224,1716392032.8531003,1716392032.8613796,1716392032.1688812,1716392032.8530948,1716392032.86138,1716392032.882021,,,,,,,,,,0.5557106137275696,2.5332183837890625,0.1171875,0.234375
24,1716392032.8822577,1716392033.54016,1716392033.5328104,1716392033.5378466,1716392032.8865535,1716392033.532805,1716392033.537847,1716392033.5401592,,,,,,,,,,0.26776325702667236,2.5332183837890625,0.1171875,0.234375
25,1716392033.5403197,1716392034.173553,1716392034.1467197,1716392034.1698716,1716392033.5504045,1716392034.1467085,1716392034.1698723,1716392034.1735518,,,,,,,,,,0.4600337743759155,2.5332183837890625,0.1171875,0.234375
26,1716392034.174033,1716392034.9392965,1716392034.931359,1716392034.936419,1716392034.1822155,1716392034.9313529,1716392034.9364195,1716392034.9392955,,,,,,,,,,0.22405265271663666,2.5332183837890625,0.1171875,0.234375
