epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716392010.7121685,1716392012.6221735,1716392011.3144588,1716392012.582854,1716392010.7171395,1716392011.3144543,1716392012.582855,1716392012.6221704,,,,,,,,,,1.6632745265960693,2.5332183837890625,0.1171875,0.234375
1,1716392012.6227686,1716392018.3563988,1716392018.1779795,1716392018.2885404,1716392012.6283486,1716392018.177974,1716392018.2885416,1716392018.3563972,,,,,,,,,,1.2562484741210938,2.5332183837890625,0.1171875,0.234375
2,1716392018.358223,1716392019.0988405,1716392019.049852,1716392019.06531,1716392018.4229283,1716392019.0498414,1716392019.065311,1716392019.0988395,,,,,,,,,,0.7656008005142212,2.5332183837890625,0.1171875,0.234375
3,1716392019.099064,1716392019.7917829,1716392019.7352948,1716392019.7876334,1716392019.1025248,1716392019.7352867,1716392019.7876341,1716392019.7917821,,,,,,,,,,1.183727502822876,2.5332183837890625,0.1171875,0.234375
4,1716392019.7919621,1716392020.4869747,1716392020.425992,1716392020.4822707,1716392019.7950528,1716392020.4259858,1716392020.4822714,1716392020.486974,,,,,,,,,,1.1507270336151123,2.5332183837890625,0.1171875,0.234375
5,1716392020.4871473,1716392021.2130594,1716392021.166695,1716392021.210253,1716392020.5217085,1716392021.1666856,1716392021.2102537,1716392021.2130582,,,,,,,,,,1.0759060382843018,2.5332183837890625,0.1171875,0.234375
6,1716392021.2132602,1716392021.9569397,1716392021.8365002,1716392021.8913708,1716392021.2188385,1716392021.836489,1716392021.8913717,1716392021.956938,,,,,,,,,,1.0746676921844482,2.5332183837890625,0.1171875,0.234375
7,1716392021.9765038,1716392022.5872114,1716392022.54829,1716392022.5806708,1716392021.9800231,1716392022.548285,1716392022.5806715,1716392022.5872104,,,,,,,,,,0.9446737766265869,2.5332183837890625,0.1171875,0.234375
8,1716392022.5873973,1716392023.2354739,1716392023.2012186,1716392023.2286386,1716392022.5901551,1716392023.201213,1716392023.2286391,1716392023.2354732,,,,,,,,,,1.349102258682251,2.5332183837890625,0.1171875,0.234375
9,1716392023.235661,1716392023.9291017,1716392023.8382545,1716392023.8645842,1716392023.2395244,1716392023.8382492,1716392023.8645847,1716392023.9291003,,,,,,,,,,1.101144790649414,2.5332183837890625,0.1171875,0.234375
10,1716392023.929298,1716392024.5576155,1716392024.497923,1716392024.5166006,1716392023.9577124,1716392024.497913,1716392024.516601,1716392024.557614,,,,,,,,,,1.234299898147583,2.5332183837890625,0.1171875,0.234375
11,1716392024.557818,1716392025.1641326,1716392025.0584264,1716392025.0936582,1716392024.5611057,1716392025.0584197,1716392025.093659,1716392025.1641316,,,,,,,,,,0.9400680065155029,2.5332183837890625,0.1171875,0.234375
12,1716392025.164331,1716392025.7323785,1716392025.7189674,1716392025.729905,1716392025.1864257,1716392025.7189603,1716392025.7299054,1716392025.7323775,,,,,,,,,,0.9325482845306396,2.5332183837890625,0.1171875,0.234375
13,1716392025.732561,1716392026.4134705,1716392026.3506882,1716392026.4087682,1716392025.7353642,1716392026.3506794,1716392026.4087691,1716392026.4134698,,,,,,,,,,0.9068713188171387,2.5332183837890625,0.1171875,0.234375
14,1716392026.4136806,1716392027.0977376,1716392027.031232,1716392027.0582438,1716392026.4331799,1716392027.0312257,1716392027.0582447,1716392027.0977361,,,,,,,,,,0.7362343072891235,2.5332183837890625,0.1171875,0.234375
15,1716392027.1005495,1716392027.720916,1716392027.6832118,1716392027.7171407,1716392027.103752,1716392027.6832051,1716392027.7171414,1716392027.7209148,,,,,,,,,,0.7154983282089233,2.5332183837890625,0.1171875,0.234375
16,1716392027.7210693,1716392028.4427829,1716392028.397177,1716392028.4133494,1716392027.7828991,1716392028.3971715,1716392028.4133499,1716392028.4427817,,,,,,,,,,0.662843644618988,2.5332183837890625,0.1171875,0.234375
17,1716392028.4429717,1716392029.1299329,1716392029.0734708,1716392029.1182594,1716392028.4471204,1716392029.0734625,1716392029.11826,1716392029.129932,,,,,,,,,,0.8399617671966553,2.5332183837890625,0.1171875,0.234375
18,1716392029.130087,1716392029.701816,1716392029.6372645,1716392029.6953638,1716392029.132971,1716392029.6372533,1716392029.6953642,1716392029.7018154,,,,,,,,,,0.8517710566520691,2.5332183837890625,0.1171875,0.234375
19,1716392029.7019637,1716392030.3563068,1716392030.3285017,1716392030.3451118,1716392029.8379772,1716392030.328494,1716392030.3451123,1716392030.3563058,,,,,,,,,,0.6328134536743164,2.5332183837890625,0.1171875,0.234375
20,1716392030.3564916,1716392030.9666898,1716392030.9401104,1716392030.9618797,1716392030.4204943,1716392030.940103,1716392030.9618807,1716392030.9666889,,,,,,,,,,0.4285576343536377,2.5332183837890625,0.1171875,0.234375
21,1716392030.9668863,1716392031.626,1716392031.5819526,1716392031.615968,1716392030.970207,1716392031.5819454,1716392031.6159687,1716392031.6259992,,,,,,,,,,0.4874995946884155,2.5332183837890625,0.1171875,0.234375
22,1716392031.6262345,1716392032.4688962,1716392032.2600393,1716392032.3495042,1716392031.6435137,1716392032.2600298,1716392032.349505,1716392032.4688952,,,,,,,,,,0.3912704288959503,2.5332183837890625,0.1171875,0.234375
23,1716392032.469087,1716392032.9780076,1716392032.9666378,1716392032.9739528,1716392032.4720519,1716392032.966627,1716392032.9739532,1716392032.978007,,,,,,,,,,0.17779529094696045,2.5332183837890625,0.1171875,0.234375
24,1716392032.9781578,1716392033.720828,1716392033.676316,1716392033.6850045,1716392032.9868243,1716392033.67631,1716392033.685005,1716392033.720827,,,,,,,,,,0.559701144695282,2.5332183837890625,0.1171875,0.234375
25,1716392033.721001,1716392034.2576768,1716392034.248467,1716392034.254161,1716392033.72402,1716392034.248451,1716392034.2541614,1716392034.257676,,,,,,,,,,0.4913442134857178,2.5332183837890625,0.1171875,0.234375
26,1716392034.257947,1716392035.1023023,1716392035.0127149,1716392035.0615623,1716392034.2609913,1716392035.0127032,1716392035.0615628,1716392035.1023011,,,,,,,,,,0.48603254556655884,2.5332183837890625,0.1171875,0.234375
27,1716392035.1024837,1716392035.8309612,1716392035.7451742,1716392035.784339,1716392035.108594,1716392035.7451658,1716392035.78434,1716392035.83096,,,,,,,,,,0.4960225820541382,2.5332183837890625,0.1171875,0.234375
28,1716392035.8311617,1716392036.6241403,1716392036.5529492,1716392036.6207032,1716392035.834509,1716392036.552943,1716392036.620704,1716392036.6241395,,,,,,,,,,0.4573225677013397,2.5332183837890625,0.1171875,0.234375
29,1716392036.625952,1716392037.2104957,1716392037.1592484,1716392037.204919,1716392036.6314569,1716392037.159238,1716392037.2049198,1716392037.2104945,,,,,,,,,,0.6570820808410645,2.5332183837890625,0.1171875,0.234375
30,1716392037.2175047,1716392037.8045855,1716392037.7805037,1716392037.7988482,1716392037.22165,1716392037.7804933,1716392037.7988489,1716392037.8045847,,,,,,,,,,0.42005932331085205,2.5332183837890625,0.1171875,0.234375
31,1716392037.8048694,1716392038.4824631,1716392038.442914,1716392038.4778292,1716392037.8078763,1716392038.4429073,1716392038.47783,1716392038.4824624,,,,,,,,,,0.41662731766700745,2.5332183837890625,0.1171875,0.234375
32,1716392038.4826977,1716392039.2636795,1716392039.2056677,1716392039.2546573,1716392038.5502276,1716392039.2056618,1716392039.254658,1716392039.2636788,,,,,,,,,,0.506186306476593,2.5332183837890625,0.1171875,0.234375
33,1716392039.2638466,1716392040.0634136,1716392039.961327,1716392040.0026665,1716392039.2975547,1716392039.9613154,1716392040.002667,1716392040.0634127,,,,,,,,,,0.30271580815315247,2.5332183837890625,0.1171875,0.234375
34,1716392040.0635815,1716392040.8154886,1716392040.741116,1716392040.7957883,1716392040.066564,1716392040.7411048,1716392040.795789,1716392040.8154874,,,,,,,,,,0.4734642803668976,2.5332183837890625,0.1171875,0.234375
35,1716392040.8156915,1716392041.5427413,1716392041.4801683,1716392041.5372381,1716392040.8192246,1716392041.480158,1716392041.5372388,1716392041.5427399,,,,,,,,,,0.15972766280174255,2.5332183837890625,0.1171875,0.234375
36,1716392041.5430079,1716392042.245124,1716392042.2177503,1716392042.2374065,1716392041.5968122,1716392042.217744,1716392042.2374072,1716392042.2451231,,,,,,,,,,0.456194669008255,2.5332183837890625,0.1171875,0.234375
37,1716392042.2453182,1716392043.0170338,1716392042.9145133,1716392043.0070555,1716392042.2920916,1716392042.914505,1716392043.0070565,1716392043.0170326,,,,,,,,,,0.6054915189743042,2.5332183837890625,0.1171875,0.234375
