epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716385412.7026467,1716385414.1884894,1716385412.9598649,1716385414.1459556,1716385412.707905,1716385412.9598567,1716385414.1459565,1716385414.188487,,,,,,,,,,1.78531813621521,2.5332183837890625,0.1171875,0.234375
1,1716385414.1891913,1716385419.214889,1716385419.1177945,1716385419.187273,1716385414.1944637,1716385419.117789,1716385419.1872737,1716385419.214888,,,,,,,,,,1.1664986610412598,2.5332183837890625,0.1171875,0.234375
2,1716385419.2151027,1716385419.6241298,1716385419.5521038,1716385419.6112149,1716385419.2239928,1716385419.552095,1716385419.6112158,1716385419.6241286,,,,,,,,,,1.1189780235290527,2.5332183837890625,0.1171875,0.234375
3,1716385419.6244037,1716385419.9273267,1716385419.8841665,1716385419.9208062,1716385419.6549783,1716385419.8841567,1716385419.9208071,1716385419.9273257,,,,,,,,,,1.081835150718689,2.5332183837890625,0.1171875,0.234375
4,1716385419.9293146,1716385420.218621,1716385420.1557784,1716385420.2022538,1716385419.9642947,1716385420.1557703,1716385420.2022543,1716385420.2186198,,,,,,,,,,0.9058012962341309,2.5332183837890625,0.1171875,0.234375
5,1716385420.218779,1716385420.515628,1716385420.4592671,1716385420.4991732,1716385420.2237628,1716385420.4592595,1716385420.4991739,1716385420.515627,,,,,,,,,,0.958733081817627,2.5332183837890625,0.1171875,0.234375
6,1716385420.5169077,1716385420.8002217,1716385420.7394373,1716385420.7863846,1716385420.5302086,1716385420.7394304,1716385420.7863853,1716385420.8002205,,,,,,,,,,1.0871421098709106,2.5332183837890625,0.1171875,0.234375
7,1716385420.8004138,1716385421.0964658,1716385421.0689259,1716385421.090346,1716385420.81778,1716385421.068919,1716385421.0903468,1716385421.096465,,,,,,,,,,0.9675567150115967,2.5332183837890625,0.1171875,0.234375
8,1716385421.0966637,1716385421.3937798,1716385421.3383663,1716385421.3830342,1716385421.1088972,1716385421.3383577,1716385421.383035,1716385421.3937783,,,,,,,,,,0.7158231735229492,2.5332183837890625,0.1171875,0.234375
9,1716385421.396289,1716385421.6766098,1716385421.629388,1716385421.6607883,1716385421.4012067,1716385421.629376,1716385421.660789,1716385421.6766088,,,,,,,,,,1.0426526069641113,2.5332183837890625,0.1171875,0.234375
10,1716385421.6768403,1716385421.9548507,1716385421.9062502,1716385421.9334738,1716385421.6909623,1716385421.9062405,1716385421.9334743,1716385421.9548495,,,,,,,,,,0.9499944448471069,2.5332183837890625,0.1171875,0.234375
11,1716385421.9550948,1716385422.240976,1716385422.1874948,1716385422.235518,1716385421.958491,1716385422.1874857,1716385422.235519,1716385422.2409747,,,,,,,,,,1.1454488039016724,2.5332183837890625,0.1171875,0.234375
12,1716385422.2412472,1716385422.5061743,1716385422.4704764,1716385422.4928114,1716385422.2459683,1716385422.4704683,1716385422.4928124,1716385422.5061734,,,,,,,,,,0.5794580578804016,2.5332183837890625,0.1171875,0.234375
13,1716385422.5064094,1716385422.7792206,1716385422.6959326,1716385422.7404246,1716385422.5095236,1716385422.6959238,1716385422.7404256,1716385422.7792194,,,,,,,,,,0.6319535374641418,2.5332183837890625,0.1171875,0.234375
14,1716385422.779416,1716385423.0330071,1716385422.9715228,1716385423.0194209,1716385422.7830153,1716385422.9715168,1716385423.0194216,1716385423.0330062,,,,,,,,,,0.4538818597793579,2.5332183837890625,0.1171875,0.234375
15,1716385423.0332077,1716385423.31922,1716385423.2483299,1716385423.3022716,1716385423.0652757,1716385423.2483237,1716385423.3022723,1716385423.3192184,,,,,,,,,,0.8208178281784058,2.5332183837890625,0.1171875,0.234375
16,1716385423.3204837,1716385423.620416,1716385423.5357678,1716385423.5956316,1716385423.3323126,1716385423.5357587,1716385423.5956326,1716385423.620415,,,,,,,,,,0.4169784188270569,2.5332183837890625,0.1171875,0.234375
17,1716385423.6270337,1716385423.9005156,1716385423.833586,1716385423.881938,1716385423.6312256,1716385423.833579,1716385423.8819392,1716385423.9005144,,,,,,,,,,0.24127152562141418,2.5332183837890625,0.1171875,0.234375
18,1716385423.900758,1716385424.2003248,1716385424.1535993,1716385424.1911142,1716385423.9064791,1716385424.1535788,1716385424.1911147,1716385424.200324,,,,,,,,,,0.6876490712165833,2.5332183837890625,0.1171875,0.234375
19,1716385424.2005217,1716385424.4652426,1716385424.4229796,1716385424.4552124,1716385424.2043188,1716385424.4229727,1716385424.455213,1716385424.4652414,,,,,,,,,,0.5892326235771179,2.5332183837890625,0.1171875,0.234375
20,1716385424.4654624,1716385424.767262,1716385424.7315087,1716385424.762629,1716385424.4859297,1716385424.7315023,1716385424.76263,1716385424.7672613,,,,,,,,,,0.49251705408096313,2.5332183837890625,0.1171875,0.234375
21,1716385424.7674205,1716385425.026258,1716385425.0116196,1716385425.021325,1716385424.7708035,1716385425.0116148,1716385425.0213256,1716385425.0262568,,,,,,,,,,0.4005034267902374,2.5332183837890625,0.1171875,0.234375
22,1716385425.0264442,1716385425.246234,1716385425.1885688,1716385425.2374337,1716385425.03233,1716385425.1885593,1716385425.2374344,1716385425.2462325,,,,,,,,,,0.36059263348579407,2.5332183837890625,0.1171875,0.234375
23,1716385425.2464583,1716385425.5224392,1716385425.4453788,1716385425.5124476,1716385425.2557023,1716385425.445371,1716385425.5124483,1716385425.5224378,,,,,,,,,,0.23968344926834106,2.5332183837890625,0.1171875,0.234375
24,1716385425.5226262,1716385425.7971964,1716385425.7473187,1716385425.7799628,1716385425.5259676,1716385425.747309,1716385425.7799635,1716385425.7971952,,,,,,,,,,0.4782983064651489,2.5332183837890625,0.1171875,0.234375
25,1716385425.7973874,1716385426.0506747,1716385425.9897776,1716385426.0406988,1716385425.8017929,1716385425.9897692,1716385426.0406997,1716385426.0506737,,,,,,,,,,0.41166672110557556,2.5332183837890625,0.1171875,0.234375
26,1716385426.0551395,1716385426.3763323,1716385426.2894535,1716385426.3320558,1716385426.0585804,1716385426.2894468,1716385426.3320563,1716385426.3763316,,,,,,,,,,0.2390417754650116,2.5332183837890625,0.1171875,0.234375
27,1716385426.3765018,1716385426.6191049,1716385426.5435696,1716385426.596682,1716385426.3796568,1716385426.543563,1716385426.5966828,1716385426.6191034,,,,,,,,,,0.24488742649555206,2.5332183837890625,0.1171875,0.234375
28,1716385426.619272,1716385426.8843431,1716385426.8113968,1716385426.8811166,1716385426.6223414,1716385426.811383,1716385426.881117,1716385426.8843422,,,,,,,,,,0.29567191004753113,2.5332183837890625,0.1171875,0.234375
29,1716385426.88449,1716385427.1468177,1716385427.0849495,1716385427.141196,1716385426.8880584,1716385427.0849426,1716385427.1411967,1716385427.146817,,,,,,,,,,0.17692534625530243,2.5332183837890625,0.1171875,0.234375
30,1716385427.1470242,1716385427.4290717,1716385427.3354747,1716385427.4192317,1716385427.155166,1716385427.3354669,1716385427.4192324,1716385427.429071,,,,,,,,,,0.26239657402038574,2.5332183837890625,0.1171875,0.234375
31,1716385427.4292293,1716385427.671058,1716385427.5941992,1716385427.6604238,1716385427.432343,1716385427.5941901,1716385427.6604245,1716385427.671057,,,,,,,,,,0.25254112482070923,2.5332183837890625,0.1171875,0.234375
32,1716385427.6713467,1716385427.9337764,1716385427.8839865,1716385427.9274411,1716385427.6794307,1716385427.8839753,1716385427.9274416,1716385427.9337757,,,,,,,,,,0.7952470183372498,2.5332183837890625,0.1171875,0.234375
33,1716385427.9339414,1716385428.1887422,1716385428.1124084,1716385428.1682541,1716385427.9374108,1716385428.112402,1716385428.168255,1716385428.1887412,,,,,,,,,,0.43767160177230835,2.5332183837890625,0.1171875,0.234375
34,1716385428.1890028,1716385428.4451854,1716385428.3704588,1716385428.431635,1716385428.192269,1716385428.370449,1716385428.4316356,1716385428.4451847,,,,,,,,,,0.24927690625190735,2.5332183837890625,0.1171875,0.234375
