epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716392010.407473,1716392012.7564929,1716392011.2158756,1716392012.7252119,1716392010.4465716,1716392011.215869,1716392012.7252126,1716392012.7564905,,,,,,,,,,1.450420618057251,2.5332183837890625,0.1171875,0.234375
1,1716392012.7568061,1716392018.044921,1716392017.9245808,1716392018.013692,1716392012.7625713,1716392017.9245708,1716392018.0136926,1716392018.0449195,,,,,,,,,,1.2984910011291504,2.5332183837890625,0.1171875,0.234375
2,1716392018.0737116,1716392018.7944336,1716392018.7741623,1716392018.791411,1716392018.077702,1716392018.774151,1716392018.7914114,1716392018.7944329,,,,,,,,,,1.1683213710784912,2.5332183837890625,0.1171875,0.234375
3,1716392018.7946198,1716392019.5220304,1716392019.4951737,1716392019.5192144,1716392018.7980921,1716392019.4951646,1716392019.519215,1716392019.5220294,,,,,,,,,,1.3329471349716187,2.5332183837890625,0.1171875,0.234375
4,1716392019.5222287,1716392020.274293,1716392020.1849086,1716392020.2640843,1716392019.5254006,1716392020.1848896,1716392020.2640848,1716392020.2742918,,,,,,,,,,1.0100970268249512,2.5332183837890625,0.1171875,0.234375
5,1716392020.2751057,1716392020.9083486,1716392020.878425,1716392020.8922071,1716392020.2864666,1716392020.8784087,1716392020.8922079,1716392020.9083474,,,,,,,,,,1.162011742591858,2.5332183837890625,0.1171875,0.234375
6,1716392020.909211,1716392021.6175487,1716392021.598598,1716392021.6142397,1716392020.9155624,1716392021.5985906,1716392021.6142404,1716392021.6175478,,,,,,,,,,1.0442701578140259,2.5332183837890625,0.1171875,0.234375
7,1716392021.617784,1716392022.3018682,1716392022.2837727,1716392022.2985923,1716392021.6214354,1716392022.2837663,1716392022.298593,1716392022.3018665,,,,,,,,,,0.9810761213302612,2.5332183837890625,0.1171875,0.234375
8,1716392022.304971,1716392022.961136,1716392022.9468126,1716392022.957859,1716392022.309838,1716392022.9468064,1716392022.9578595,1716392022.961135,,,,,,,,,,0.8116044998168945,2.5332183837890625,0.1171875,0.234375
9,1716392022.9613404,1716392023.6493368,1716392023.6188242,1716392023.646162,1716392022.9651306,1716392023.618816,1716392023.6461627,1716392023.6493359,,,,,,,,,,0.9137933254241943,2.5332183837890625,0.1171875,0.234375
10,1716392023.649509,1716392024.38794,1716392024.2819653,1716392024.3228943,1716392023.6528478,1716392024.2819588,1716392024.3228953,1716392024.387938,,,,,,,,,,0.6797939538955688,2.5332183837890625,0.1171875,0.234375
11,1716392024.3882017,1716392025.0099993,1716392024.865103,1716392024.8951087,1716392024.4065058,1716392024.8650913,1716392024.8951097,1716392025.009998,,,,,,,,,,1.0036962032318115,2.5332183837890625,0.1171875,0.234375
12,1716392025.0102332,1716392025.6094654,1716392025.469013,1716392025.5191305,1716392025.0140526,1716392025.4690027,1716392025.5191312,1716392025.6094642,,,,,,,,,,0.70497727394104,2.5332183837890625,0.1171875,0.234375
13,1716392025.6434884,1716392026.1865625,1716392026.1569958,1716392026.1776948,1716392025.647504,1716392026.1569867,1716392026.1776955,1716392026.186561,,,,,,,,,,0.4799218773841858,2.5332183837890625,0.1171875,0.234375
14,1716392026.1868074,1716392026.894691,1716392026.8461757,1716392026.8913019,1716392026.1911607,1716392026.8461676,1716392026.8913023,1716392026.8946898,,,,,,,,,,0.5560199022293091,2.5332183837890625,0.1171875,0.234375
15,1716392026.8949203,1716392027.5332634,1716392027.5078385,1716392027.5302925,1716392026.8998842,1716392027.5078304,1716392027.530293,1716392027.5332623,,,,,,,,,,1.117599368095398,2.5332183837890625,0.1171875,0.234375
16,1716392027.533437,1716392028.1710591,1716392028.1257885,1716392028.1599932,1716392027.5476227,1716392028.1257684,1716392028.159994,1716392028.1710577,,,,,,,,,,0.574349045753479,2.5332183837890625,0.1171875,0.234375
17,1716392028.1712468,1716392028.911277,1716392028.8292477,1716392028.8439426,1716392028.1746633,1716392028.829239,1716392028.843943,1716392028.9112759,,,,,,,,,,0.4824177026748657,2.5332183837890625,0.1171875,0.234375
18,1716392028.911545,1716392029.5037246,1716392029.488513,1716392029.501177,1716392028.914984,1716392029.4885066,1716392029.5011775,1716392029.503724,,,,,,,,,,0.5553913712501526,2.5332183837890625,0.1171875,0.234375
19,1716392029.503892,1716392030.243243,1716392030.0812633,1716392030.1644204,1716392029.5072916,1716392030.0812535,1716392030.1644213,1716392030.243242,,,,,,,,,,0.3736985921859741,2.5332183837890625,0.1171875,0.234375
20,1716392030.2434354,1716392030.7658257,1716392030.7503994,1716392030.762191,1716392030.2467294,1716392030.7503927,1716392030.7621918,1716392030.765825,,,,,,,,,,0.7159817218780518,2.5332183837890625,0.1171875,0.234375
21,1716392030.7660751,1716392031.4344327,1716392031.4164286,1716392031.4308822,1716392030.7719898,1716392031.4164224,1716392031.430883,1716392031.434432,,,,,,,,,,0.3171561360359192,2.5332183837890625,0.1171875,0.234375
22,1716392031.434614,1716392032.0450103,1716392032.0187776,1716392032.030759,1716392031.4378242,1716392032.0187695,1716392032.0307603,1716392032.0450087,,,,,,,,,,0.8156707286834717,2.5332183837890625,0.1171875,0.234375
23,1716392032.0459292,1716392032.7881737,1716392032.7612596,1716392032.7825916,1716392032.0577464,1716392032.7612538,1716392032.782592,1716392032.7881725,,,,,,,,,,0.5999213457107544,2.5332183837890625,0.1171875,0.234375
24,1716392032.7883892,1716392033.5006878,1716392033.4186127,1716392033.4861631,1716392032.7916842,1716392033.418605,1716392033.4861639,1716392033.500687,,,,,,,,,,0.49212777614593506,2.5332183837890625,0.1171875,0.234375
