epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716385412.4864767,1716385414.406504,1716385412.8954856,1716385414.3970966,1716385412.52047,1716385412.8954787,1716385414.3970978,1716385414.406503,,,,,,,,,,1.7910833358764648,2.5332183837890625,0.1171875,0.234375
1,1716385414.406803,1716385418.9789565,1716385418.9195914,1716385418.9578876,1716385414.4171505,1716385418.9195812,1716385418.9578884,1716385418.9789555,,,,,,,,,,1.0185327529907227,2.5332183837890625,0.1171875,0.234375
2,1716385418.9791281,1716385419.490311,1716385419.427404,1716385419.4579136,1716385418.9887974,1716385419.4273965,1716385419.4579144,1716385419.49031,,,,,,,,,,1.0074115991592407,2.5332183837890625,0.1171875,0.234375
3,1716385419.490483,1716385419.7942464,1716385419.758277,1716385419.782628,1716385419.5495517,1716385419.7582698,1716385419.7826285,1716385419.7942455,,,,,,,,,,0.9723778963088989,2.5332183837890625,0.1171875,0.234375
4,1716385419.794827,1716385420.1012506,1716385420.0628052,1716385420.0933266,1716385419.805184,1716385420.0627978,1716385420.0933275,1716385420.101241,,,,,,,,,,0.8865050077438354,2.5332183837890625,0.1171875,0.234375
5,1716385420.1022596,1716385420.3840244,1716385420.354048,1716385420.3778276,1716385420.1057434,1716385420.3540413,1716385420.3778286,1716385420.3840237,,,,,,,,,,1.3364248275756836,2.5332183837890625,0.1171875,0.234375
6,1716385420.3843446,1716385420.6451907,1716385420.6253731,1716385420.6409082,1716385420.396777,1716385420.6253664,1716385420.640909,1716385420.64519,,,,,,,,,,0.9757108688354492,2.5332183837890625,0.1171875,0.234375
7,1716385420.6453652,1716385420.9514465,1716385420.9298618,1716385420.9479513,1716385420.6504714,1716385420.9298513,1716385420.947952,1716385420.9514456,,,,,,,,,,1.224785566329956,2.5332183837890625,0.1171875,0.234375
8,1716385420.9516096,1716385421.2503424,1716385421.217616,1716385421.242677,1716385420.9583683,1716385421.2176087,1716385421.2426775,1716385421.2503417,,,,,,,,,,1.1517013311386108,2.5332183837890625,0.1171875,0.234375
9,1716385421.250537,1716385421.551848,1716385421.5301325,1716385421.5478814,1716385421.2595892,1716385421.530126,1716385421.5478823,1716385421.551847,,,,,,,,,,1.452904224395752,2.5332183837890625,0.1171875,0.234375
10,1716385421.5520153,1716385421.8356786,1716385421.8101444,1716385421.8282764,1716385421.5566666,1716385421.8101387,1716385421.8282773,1716385421.8356776,,,,,,,,,,1.1221394538879395,2.5332183837890625,0.1171875,0.234375
11,1716385421.8359537,1716385422.1013854,1716385422.079918,1716385422.0970428,1716385421.8644116,1716385422.0799086,1716385422.0970435,1716385422.1013844,,,,,,,,,,0.6326678395271301,2.5332183837890625,0.1171875,0.234375
