epoch,start.epoch,end.epoch,start.epoch_calculation,end.epoch_calculation,start.send_data,end.send_data,start.recv_data,end.recv_data,start.calc_gradients,end.calc_gradients,start.agg_gradients,end.agg_gradients,start.generate_data,end.generate_data,fid,is,start.fid,end.fid,start.is,end.is,size.data,size.feedback,start.swap,end.swap,swap,size.sent,size.recv
0,1716392010.922427,1716392017.853917,1716392010.9224274,1716392013.5461464,1716392011.1986003,1716392011.297884,1716392011.2980895,1716392013.1738412,1716392013.3832917,1716392013.5461419,1716392013.1756525,1716392013.3830788,1716392010.922431,1716392011.1985984,535.3137817382812,1.1806343793869019,1716392014.6712413,1716392017.7960649,1716392013.5667894,1716392014.671158,0.234375,4.6875,,,False,9.375,4.6875
1,1716392017.8541868,1716392018.619982,1716392017.8541875,1716392018.619981,1716392017.8564548,1716392018.1739094,1716392018.173984,1716392018.5267234,1716392018.618913,1716392018.6199796,1716392018.5284529,1716392018.6187186,1716392017.854194,1716392017.8564537,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
2,1716392018.6201663,1716392019.3374941,1716392018.620167,1716392019.337493,1716392018.6227612,1716392019.0118651,1716392019.0119376,1716392019.2486548,1716392019.3364933,1716392019.3374915,1716392019.250332,1716392019.33629,1716392018.6201751,1716392018.6227605,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
3,1716392019.3377006,1716392020.0276234,1716392019.3377008,1716392020.0276225,1716392019.3405056,1716392019.7214322,1716392019.7214744,1716392019.9408035,1716392020.0266793,1716392020.0276208,1716392019.9424717,1716392020.0264869,1716392019.3377078,1716392019.340505,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
4,1716392020.0277956,1716392020.7243567,1716392020.027796,1716392020.724356,1716392020.0307076,1716392020.3900247,1716392020.390072,1716392020.6361916,1716392020.7232323,1716392020.724354,1716392020.6378577,1716392020.7230139,1716392020.0278018,1716392020.0307074,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
5,1716392020.7245243,1716392021.4424984,1716392020.7245245,1716392021.4424973,1716392020.7273166,1716392021.1191797,1716392021.1192214,1716392021.3540409,1716392021.4414058,1716392021.4424956,1716392021.3557036,1716392021.4412372,1716392020.724531,1716392020.7273161,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
6,1716392021.4427114,1716392022.1296468,1716392021.4427118,1716392022.1296453,1716392021.4455993,1716392021.799367,1716392021.7994568,1716392022.0418625,1716392022.128616,1716392022.129643,1716392022.043449,1716392022.1284196,1716392021.4427195,1716392021.4455986,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
7,1716392022.1298292,1716392022.7872024,1716392022.1298296,1716392022.7872012,1716392022.1327403,1716392022.5288663,1716392022.5289109,1716392022.7004719,1716392022.7861178,1716392022.7871995,1716392022.702106,1716392022.7859132,1716392022.1298354,1716392022.1327398,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
8,1716392022.7873662,1716392023.461375,1716392022.7873664,1716392023.461373,1716392022.790214,1716392023.1781564,1716392023.1782203,1716392023.3728921,1716392023.4603095,1716392023.461371,1716392023.3745236,1716392023.4601247,1716392022.7873728,1716392022.7902136,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
9,1716392023.46155,1716392024.123015,1716392023.4615505,1716392024.1230133,1716392023.4645178,1716392023.853374,1716392023.8534267,1716392024.036126,1716392024.1213768,1716392024.123011,1716392024.0377028,1716392024.1210394,1716392023.4615598,1716392023.464517,,,,,,,0.234375,4.6875,,,False,9.375,4.6875
