epoch,start.epoch,end.epoch,start.epoch_calculation,end.epoch_calculation,start.send_data,end.send_data,start.recv_data,end.recv_data,start.calc_gradients,end.calc_gradients,start.agg_gradients,end.agg_gradients,start.generate_data,end.generate_data,fid,is,start.fid,end.fid,start.is,end.is,size.data,size.feedback,start.swap,end.swap,swap,size.sent,size.recv
37,1716378962.636096,1716378962.771074,1716378962.6360965,1716378962.771073,1716378962.6377625,1716378962.6868274,1716378962.686975,1716378962.7492118,1716378962.7701325,1716378962.7710712,1716378962.7498426,1716378962.7700226,1716378962.636104,1716378962.6377618,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
38,1716378962.771215,1716378962.8941085,1716378962.7712154,1716378962.8941073,1716378962.772306,1716378962.8214653,1716378962.8219266,1716378962.8765752,1716378962.892882,1716378962.8941061,1716378962.8771958,1716378962.892715,1716378962.771222,1716378962.7723055,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
39,1716378962.8942623,1716378963.0157552,1716378962.894263,1716378963.0157545,1716378962.895862,1716378962.9517012,1716378962.951798,1716378962.998599,1716378963.0147858,1716378963.0157528,1716378962.9992466,1716378963.0146632,1716378962.894271,1716378962.8958611,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
40,1716378963.0159056,1716378963.1606638,1716378963.015906,1716378963.1606631,1716378963.0171902,1716378963.068353,1716378963.0684242,1716378963.1379557,1716378963.1597102,1716378963.1606615,1716378963.138528,1716378963.1595962,1716378963.0159118,1716378963.017189,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
41,1716378963.1608055,1716378963.2789998,1716378963.160806,1716378963.2789989,1716378963.1620276,1716378963.2044253,1716378963.204562,1716378963.2603006,1716378963.2777355,1716378963.278997,1716378963.2609158,1716378963.277586,1716378963.1608129,1716378963.1620271,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
42,1716378963.279183,1716378963.4065394,1716378963.2791834,1716378963.4065387,1716378963.280857,1716378963.3256056,1716378963.325668,1716378963.3895104,1716378963.4057043,1716378963.406537,1716378963.390103,1716378963.4055934,1716378963.2791908,1716378963.2808566,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
43,1716378963.4067461,1716378963.5568902,1716378963.4067469,1716378963.5568895,1716378963.4078567,1716378963.4740596,1716378963.474175,1716378963.5372949,1716378963.5559664,1716378963.556888,1716378963.5378883,1716378963.5558624,1716378963.4067621,1716378963.4078562,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
44,1716378963.557023,1716378963.6839108,1716378963.5570235,1716378963.6839101,1716378963.5581284,1716378963.60362,1716378963.603726,1716378963.6587965,1716378963.6829944,1716378963.6839087,1716378963.659419,1716378963.6828914,1716378963.5570312,1716378963.5581279,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
45,1716378963.6840415,1716378963.808191,1716378963.684042,1716378963.8081899,1716378963.685297,1716378963.7345665,1716378963.7357445,1716378963.7908647,1716378963.8072526,1716378963.8081887,1716378963.7914429,1716378963.8071425,1716378963.6840472,1716378963.685296,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
46,1716378963.8084362,1716378963.923963,1716378963.8084366,1716378963.9239624,1716378963.8096702,1716378963.853186,1716378963.8532686,1716378963.9011352,1716378963.923065,1716378963.923961,1716378963.9017503,1716378963.9229448,1716378963.808443,1716378963.8096695,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
47,1716378963.9241061,1716378964.0578454,1716378963.9241068,1716378964.0578444,1716378963.9252858,1716378963.9859293,1716378963.9860213,1716378964.0383542,1716378964.056823,1716378964.057843,1716378964.0389037,1716378964.0566905,1716378963.9241145,1716378963.925285,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
48,1716378964.0579824,1716378964.1937063,1716378964.0579827,1716378964.1937053,1716378964.0591486,1716378964.134857,1716378964.1349301,1716378964.1729581,1716378964.1927876,1716378964.1937037,1716378964.1735935,1716378964.1926746,1716378964.0579884,1716378964.0591478,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
49,1716378964.1938493,1716378964.3208752,1716378964.1938496,1716378964.320874,1716378964.1950262,1716378964.2426631,1716378964.2427182,1716378964.3019085,1716378964.3196096,1716378964.3208723,1716378964.3024764,1716378964.3194604,1716378964.1938548,1716378964.1950257,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
50,1716378964.3211365,1716378964.4557602,1716378964.321137,1716378964.4557524,1716378964.3227925,1716378964.3927436,1716378964.3928688,1716378964.435012,1716378964.4548151,1716378964.4557512,1716378964.4355512,1716378964.4547172,1716378964.3211439,1716378964.322792,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
51,1716378964.4558873,1716378964.5789711,1716378964.4558876,1716378964.5789702,1716378964.4573684,1716378964.4949026,1716378964.4949636,1716378964.5620272,1716378964.5780697,1716378964.5789685,1716378964.5626504,1716378964.5779457,1716378964.4558935,1716378964.4573677,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
52,1716378964.5791173,1716378964.734689,1716378964.5791178,1716378964.7346883,1716378964.5802197,1716378964.6675522,1716378964.6676664,1716378964.7170503,1716378964.7336762,1716378964.7346864,1716378964.7176082,1716378964.7335837,1716378964.5791254,1716378964.580219,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
53,1716378964.7348278,1716378964.8479948,1716378964.734828,1716378964.847994,1716378964.7361279,1716378964.7770636,1716378964.7771392,1716378964.8281028,1716378964.8470418,1716378964.8479927,1716378964.828702,1716378964.8468945,1716378964.734834,1716378964.7361271,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
54,1716378964.8481684,1716378964.9675107,1716378964.8481693,1716378964.96751,1716378964.8493242,1716378964.9029415,1716378964.903017,1716378964.9501274,1716378964.9665558,1716378964.9675086,1716378964.9506717,1716378964.9664521,1716378964.8481765,1716378964.8493237,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
55,1716378964.967647,1716378965.1079447,1716378964.9676476,1716378965.1079438,1716378964.9689028,1716378965.0361586,1716378965.0362277,1716378965.0901256,1716378965.1070278,1716378965.107942,1716378965.090675,1716378965.1069229,1716378964.967655,1716378964.9689023,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
56,1716378965.1080835,1716378965.229747,1716378965.108084,1716378965.229746,1716378965.1092596,1716378965.157851,1716378965.157923,1716378965.2073371,1716378965.2287734,1716378965.229745,1716378965.2079406,1716378965.228665,1716378965.1080914,1716378965.109259,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
57,1716378965.229884,1716378965.3895094,1716378965.2298844,1716378965.3895087,1716378965.2311237,1716378965.3151908,1716378965.3154016,1716378965.3667598,1716378965.388566,1716378965.389507,1716378965.367361,1716378965.3884225,1716378965.2298899,1716378965.2311232,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
58,1716378965.3896506,1716378965.5010972,1716378965.3896513,1716378965.5010962,1716378965.3908148,1716378965.4320421,1716378965.432734,1716378965.4829848,1716378965.5001376,1716378965.5010946,1716378965.4835644,1716378965.5000257,1716378965.3896582,1716378965.390814,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
59,1716378965.5012393,1716378965.6119556,1716378965.5012398,1716378965.611955,1716378965.5024967,1716378965.5489943,1716378965.5490923,1716378965.5950515,1716378965.6110842,1716378965.6119535,1716378965.5956223,1716378965.6109767,1716378965.5012467,1716378965.5024962,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
60,1716378965.612117,1716378965.7276068,1716378965.6121173,1716378965.7276058,1716378965.6132264,1716378965.6712554,1716378965.671353,1716378965.7115154,1716378965.7266817,1716378965.7276044,1716378965.7120166,1716378965.726589,1716378965.6121233,1716378965.613226,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
61,1716378965.7277353,1716378965.8593123,1716378965.7277358,1716378965.8593113,1716378965.728881,1716378965.7807431,1716378965.7808163,1716378965.8432548,1716378965.8584223,1716378965.8593102,1716378965.8438058,1716378965.8583226,1716378965.727741,1716378965.7288804,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
62,1716378965.8594491,1716378965.9796581,1716378965.8594496,1716378965.9796574,1716378965.8606677,1716378965.9172838,1716378965.9173772,1716378965.963457,1716378965.978785,1716378965.979656,1716378965.9639652,1716378965.9786656,1716378965.8594575,1716378965.8606672,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
63,1716378965.9797804,1716378966.121827,1716378965.9797807,1716378966.1218257,1716378965.9809017,1716378966.0408585,1716378966.0409582,1716378966.105109,1716378966.1209464,1716378966.121824,1716378966.1057591,1716378966.1208014,1716378965.9797857,1716378965.9809008,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
64,1716378966.1219702,1716378966.2481694,1716378966.1219704,1716378966.2481685,1716378966.1230054,1716378966.1849842,1716378966.1850443,1716378966.231459,1716378966.2472718,1716378966.2481668,1716378966.2320302,1716378966.2471573,1716378966.1219761,1716378966.123005,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
65,1716378966.248303,1716378966.3702338,1716378966.2483034,1716378966.370233,1716378966.2494504,1716378966.2959895,1716378966.296085,1716378966.3515933,1716378966.3692746,1716378966.3702316,1716378966.35213,1716378966.3691733,1716378966.2483084,1716378966.24945,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
66,1716378966.3703763,1716378966.479652,1716378966.370377,1716378966.479651,1716378966.3716214,1716378966.4223545,1716378966.4224272,1716378966.4624383,1716378966.4788156,1716378966.4796495,1716378966.4629664,1716378966.4787152,1716378966.3703861,1716378966.3716207,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
67,1716378966.4797864,1716378966.6019325,1716378966.4797866,1716378966.6019316,1716378966.4809542,1716378966.5347304,1716378966.534961,1716378966.5808942,1716378966.601024,1716378966.6019301,1716378966.581543,1716378966.6009014,1716378966.4797919,1716378966.4809537,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
68,1716378966.6020691,1716378966.7198048,1716378966.6020699,1716378966.7198036,1716378966.6031911,1716378966.6526382,1716378966.6528068,1716378966.7037432,1716378966.718927,1716378966.7198024,1716378966.704232,1716378966.718819,1716378966.6020772,1716378966.6031904,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
69,1716378966.7199316,1716378966.8481083,1716378966.7199318,1716378966.8481076,1716378966.721178,1716378966.775851,1716378966.7759216,1716378966.8311517,1716378966.8471012,1716378966.848106,1716378966.8317254,1716378966.8470073,1716378966.719937,1716378966.7211773,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
70,1716378966.848236,1716378966.9863164,1716378966.8482368,1716378966.9863155,1716378966.8494542,1716378966.9180272,1716378966.9180818,1716378966.9704278,1716378966.9854352,1716378966.9863143,1716378966.9709206,1716378966.9853444,1716378966.8482416,1716378966.8494534,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
71,1716378966.9864478,1716378967.1015115,1716378966.9864483,1716378967.1015103,1716378966.9875298,1716378967.0373342,1716378967.037389,1716378967.0857463,1716378967.1004798,1716378967.1015089,1716378967.0862694,1716378967.100366,1716378966.9864538,1716378966.9875293,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
72,1716378967.1016524,1716378967.2210824,1716378967.101653,1716378967.2210813,1716378967.1027522,1716378967.1536384,1716378967.1537087,1716378967.2047815,1716378967.2201118,1716378967.2210798,1716378967.2053094,1716378967.22002,1716378967.101658,1716378967.1027517,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
73,1716378967.2212145,1716378967.3561869,1716378967.2212148,1716378967.356186,1716378967.22237,1716378967.2724488,1716378967.2725267,1716378967.3395228,1716378967.355181,1716378967.3561842,1716378967.3400788,1716378967.3550832,1716378967.2212203,1716378967.222369,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
74,1716378967.3563259,1716378967.4750211,1716378967.356326,1716378967.4750202,1716378967.3574698,1716378967.4090626,1716378967.4091423,1716378967.458826,1716378967.4740033,1716378967.4750185,1716378967.4593248,1716378967.4739087,1716378967.3563316,1716378967.357469,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
75,1716378967.4752023,1716378967.601398,1716378967.4752028,1716378967.601397,1716378967.476444,1716378967.5317833,1716378967.5318491,1716378967.5805304,1716378967.6003675,1716378967.6013956,1716378967.5811853,1716378967.6002367,1716378967.4752088,1716378967.4764433,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
76,1716378967.6015384,1716378967.720309,1716378967.601539,1716378967.720308,1716378967.6028352,1716378967.6547315,1716378967.6547828,1716378967.7041667,1716378967.7194128,1716378967.7203064,1716378967.7047288,1716378967.7193224,1716378967.601546,1716378967.6028345,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
77,1716378967.72044,1716378967.856076,1716378967.7204401,1716378967.8560753,1716378967.7215605,1716378967.7974741,1716378967.7975204,1716378967.8396847,1716378967.8551905,1716378967.8560736,1716378967.8402836,1716378967.8550925,1716378967.7204454,1716378967.7215598,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
78,1716378967.85621,1716378967.9815495,1716378967.8562105,1716378967.9815488,1716378967.857484,1716378967.912373,1716378967.9124506,1716378967.9641745,1716378967.9806473,1716378967.9815474,1716378967.9647207,1716378967.980551,1716378967.8562176,1716378967.8574831,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
79,1716378967.9816797,1716378968.103051,1716378967.98168,1716378968.10305,1716378967.9827073,1716378968.0327344,1716378968.0328372,1716378968.086363,1716378968.1020505,1716378968.1030486,1716378968.0869145,1716378968.101951,1716378967.9816966,1716378967.9827068,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
80,1716378968.1031816,1716378968.2343976,1716378968.103182,1716378968.234397,1716378968.1042817,1716378968.1656253,1716378968.1656654,1716378968.218116,1716378968.2335348,1716378968.2343955,1716378968.2186396,1716378968.233427,1716378968.1031876,1716378968.1042812,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
81,1716378968.234525,1716378968.3596406,1716378968.2345252,1716378968.3596396,1716378968.2355354,1716378968.2919836,1716378968.2921314,1716378968.3434703,1716378968.358748,1716378968.359638,1716378968.3440084,1716378968.3586462,1716378968.234531,1716378968.235535,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
82,1716378968.359775,1716378968.4829133,1716378968.3597755,1716378968.4829123,1716378968.3609848,1716378968.4297423,1716378968.4297938,1716378968.466621,1716378968.482006,1716378968.4829106,1716378968.467157,1716378968.4819102,1716378968.3597832,1716378968.3609843,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
83,1716378968.483041,1716378968.6026201,1716378968.4830415,1716378968.6026194,1716378968.4840965,1716378968.5388258,1716378968.5389187,1716378968.5859075,1716378968.601744,1716378968.6026177,1716378968.5866027,1716378968.6016252,1716378968.483049,1716378968.4840958,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
84,1716378968.6027658,1716378968.722044,1716378968.602766,1716378968.722043,1716378968.6038861,1716378968.6649313,1716378968.665003,1716378968.705806,1716378968.721119,1716378968.7220416,1716378968.7063715,1716378968.7209938,1716378968.6027715,1716378968.6038857,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
85,1716378968.7221825,1716378968.8402903,1716378968.722183,1716378968.840289,1716378968.723323,1716378968.774981,1716378968.7779408,1716378968.824419,1716378968.839402,1716378968.8402867,1716378968.8249872,1716378968.8393047,1716378968.7221906,1716378968.7233224,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
86,1716378968.8404737,1716378968.9664567,1716378968.8404741,1716378968.9664555,1716378968.8416002,1716378968.89823,1716378968.8983948,1716378968.950234,1716378968.9655218,1716378968.9664543,1716378968.950805,1716378968.965422,1716378968.8404818,1716378968.8415997,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
87,1716378968.9665873,1716378969.085087,1716378968.9665875,1716378969.0850856,1716378968.9677944,1716378969.018614,1716378969.018848,1716378969.0686789,1716378969.084185,1716378969.0850844,1716378969.0692468,1716378969.0840805,1716378968.9665933,1716378968.967794,,,,,,,0.234375,1.171875,,,False,2.34375,1.171875
