epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716392010.496814,1716392012.9555118,1716392011.2234468,1716392012.9466817,1716392010.503895,1716392011.223441,1716392012.9466825,1716392012.9555106,,,,,,,,,,1.4791063070297241,2.5332183837890625,0.1171875,0.234375
1,1716392012.9557245,1716392018.1065366,1716392017.9986832,1716392018.0531178,1716392012.9596038,1716392017.9986768,1716392018.0531182,1716392018.1065357,,,,,,,,,,1.2485095262527466,2.5332183837890625,0.1171875,0.234375
2,1716392018.1430242,1716392018.9555628,1716392018.897245,1716392018.9167686,1716392018.1477044,1716392018.897238,1716392018.9167695,1716392018.9555612,,,,,,,,,,0.9608837962150574,2.5332183837890625,0.1171875,0.234375
3,1716392018.95579,1716392019.6180356,1716392019.5616543,1716392019.582235,1716392018.9596884,1716392019.5616472,1716392019.5822356,1716392019.618034,,,,,,,,,,0.9860683083534241,2.5332183837890625,0.1171875,0.234375
4,1716392019.6183045,1716392020.242819,1716392020.21748,1716392020.238603,1716392019.6215732,1716392020.2174718,1716392020.2386038,1716392020.242818,,,,,,,,,,1.2423800230026245,2.5332183837890625,0.1171875,0.234375
5,1716392020.2431986,1716392020.9346333,1716392020.908368,1716392020.9307797,1716392020.254397,1716392020.9083574,1716392020.9307804,1716392020.9346318,,,,,,,,,,1.2068448066711426,2.5332183837890625,0.1171875,0.234375
6,1716392020.941572,1716392021.6495469,1716392021.637621,1716392021.6454072,1716392020.9452891,1716392021.637599,1716392021.645408,1716392021.6495457,,,,,,,,,,0.854646623134613,2.5332183837890625,0.1171875,0.234375
7,1716392021.6497815,1716392022.3902864,1716392022.3717206,1716392022.3844953,1716392021.6545477,1716392022.3717084,1716392022.3844962,1716392022.3902848,,,,,,,,,,0.9755285978317261,2.5332183837890625,0.1171875,0.234375
8,1716392022.3905807,1716392023.0486195,1716392023.0005739,1716392023.007209,1716392022.4018087,1716392023.0005672,1716392023.0072098,1716392023.0486183,,,,,,,,,,1.0404386520385742,2.5332183837890625,0.1171875,0.234375
9,1716392023.0489273,1716392023.7431087,1716392023.680187,1716392023.692212,1716392023.065749,1716392023.6801813,1716392023.6922126,1716392023.7431073,,,,,,,,,,0.7902197241783142,2.5332183837890625,0.1171875,0.234375
10,1716392023.7433333,1716392024.378034,1716392024.3091295,1716392024.3244903,1716392023.7645998,1716392024.3091183,1716392024.3244908,1716392024.3780327,,,,,,,,,,1.0693916082382202,2.5332183837890625,0.1171875,0.234375
11,1716392024.378312,1716392025.0072274,1716392024.8919275,1716392024.9257534,1716392024.389226,1716392024.891921,1716392024.9257543,1716392025.0072265,,,,,,,,,,0.6598063707351685,2.5332183837890625,0.1171875,0.234375
12,1716392025.0113113,1716392025.5446465,1716392025.496639,1716392025.5332913,1716392025.015016,1716392025.49663,1716392025.5332918,1716392025.5446453,,,,,,,,,,0.6897420287132263,2.5332183837890625,0.1171875,0.234375
13,1716392025.5448632,1716392026.2322724,1716392026.1899161,1716392026.229438,1716392025.5482297,1716392026.1899045,1716392026.229439,1716392026.2322717,,,,,,,,,,0.5673322677612305,2.5332183837890625,0.1171875,0.234375
14,1716392026.232442,1716392026.9188986,1716392026.8974695,1716392026.9033535,1716392026.2358809,1716392026.8974621,1716392026.903354,1716392026.9188976,,,,,,,,,,0.6506837606430054,2.5332183837890625,0.1171875,0.234375
15,1716392026.9191265,1716392027.6324446,1716392027.5843835,1716392027.605531,1716392026.9233167,1716392027.5843627,1716392027.6055317,1716392027.6324437,,,,,,,,,,0.5294483304023743,2.5332183837890625,0.1171875,0.234375
16,1716392027.6326716,1716392028.1825678,1716392028.1744199,1716392028.1802905,1716392027.703412,1716392028.1744075,1716392028.1802912,1716392028.1825666,,,,,,,,,,0.6761794686317444,2.5332183837890625,0.1171875,0.234375
17,1716392028.182713,1716392028.9649305,1716392028.9421623,1716392028.9559417,1716392028.1950896,1716392028.9421544,1716392028.9559426,1716392028.964929,,,,,,,,,,0.47130924463272095,2.5332183837890625,0.1171875,0.234375
18,1716392028.9652088,1716392029.5698535,1716392029.536969,1716392029.5603251,1716392028.9988732,1716392029.5369575,1716392029.560326,1716392029.569852,,,,,,,,,,0.5858711004257202,2.5332183837890625,0.1171875,0.234375
19,1716392029.5701044,1716392030.1843092,1716392030.1212919,1716392030.1299422,1716392029.5741181,1716392030.1212857,1716392030.1299436,1716392030.184307,,,,,,,,,,0.5895472764968872,2.5332183837890625,0.1171875,0.234375
20,1716392030.1845515,1716392030.8485534,1716392030.8288348,1716392030.842715,1716392030.1900506,1716392030.828825,1716392030.8427157,1716392030.8485522,,,,,,,,,,0.3178369402885437,2.5332183837890625,0.1171875,0.234375
21,1716392030.8487546,1716392031.5162802,1716392031.4511147,1716392031.4858983,1716392030.853835,1716392031.4511042,1716392031.485899,1716392031.5162787,,,,,,,,,,0.3376385271549225,2.5332183837890625,0.1171875,0.234375
22,1716392031.5165203,1716392032.1307225,1716392032.1101773,1716392032.124322,1716392031.5217328,1716392032.1101654,1716392032.1243227,1716392032.1307216,,,,,,,,,,0.608135461807251,2.5332183837890625,0.1171875,0.234375
23,1716392032.1308959,1716392032.8820019,1716392032.8302286,1716392032.8508403,1716392032.1352994,1716392032.830218,1716392032.8508413,1716392032.8820007,,,,,,,,,,0.3698875606060028,2.5332183837890625,0.1171875,0.234375
24,1716392032.953423,1716392033.5261695,1716392033.4772441,1716392033.4960399,1716392032.9570227,1716392033.477238,1716392033.496041,1716392033.5261686,,,,,,,,,,0.45634257793426514,2.5332183837890625,0.1171875,0.234375
25,1716392033.526466,1716392034.1683724,1716392034.1422956,1716392034.1486044,1716392033.5299296,1716392034.1422868,1716392034.1486049,1716392034.1683712,,,,,,,,,,0.4633932113647461,2.5332183837890625,0.1171875,0.234375
26,1716392034.168664,1716392034.872776,1716392034.860545,1716392034.8689878,1716392034.1721284,1716392034.8605387,1716392034.8689885,1716392034.872775,,,,,,,,,,0.561859667301178,2.5332183837890625,0.1171875,0.234375
