epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716392010.4709737,1716392013.0986273,1716392011.2200537,1716392013.0904944,1716392010.4771397,1716392011.2200487,1716392013.0904953,1716392013.0986261,,,,,,,,,,1.7291024923324585,2.5332183837890625,0.1171875,0.234375
1,1716392013.099176,1716392018.101946,1716392017.9726431,1716392018.0532088,1716392013.10313,1716392017.9726372,1716392018.0532095,1716392018.1019452,,,,,,,,,,1.2396794557571411,2.5332183837890625,0.1171875,0.234375
2,1716392018.1021519,1716392018.839124,1716392018.825852,1716392018.8366332,1716392018.1057217,1716392018.8258426,1716392018.836634,1716392018.839123,,,,,,,,,,1.1118831634521484,2.5332183837890625,0.1171875,0.234375
3,1716392018.8408918,1716392019.628447,1716392019.5362334,1716392019.5898993,1716392018.8453307,1716392019.5362234,1716392019.5899,1716392019.6284451,,,,,,,,,,1.1133787631988525,2.5332183837890625,0.1171875,0.234375
4,1716392019.657717,1716392020.2566993,1716392020.2174613,1716392020.2508018,1716392019.6637568,1716392020.2174535,1716392020.2508025,1716392020.2566981,,,,,,,,,,0.9971158504486084,2.5332183837890625,0.1171875,0.234375
5,1716392020.2573872,1716392021.0542283,1716392020.9061344,1716392020.9416566,1716392020.2747872,1716392020.906128,1716392020.9416573,1716392021.0542266,,,,,,,,,,1.2194976806640625,2.5332183837890625,0.1171875,0.234375
6,1716392021.0544512,1716392021.6662936,1716392021.625246,1716392021.6538363,1716392021.094038,1716392021.6252394,1716392021.6538372,1716392021.6662922,,,,,,,,,,0.8935580253601074,2.5332183837890625,0.1171875,0.234375
7,1716392021.6664732,1716392022.3502593,1716392022.3326128,1716392022.3467164,1716392021.6696942,1716392022.332607,1716392022.346717,1716392022.350258,,,,,,,,,,1.0859638452529907,2.5332183837890625,0.1171875,0.234375
8,1716392022.350427,1716392022.9968646,1716392022.9763687,1716392022.9900227,1716392022.3620775,1716392022.976363,1716392022.990023,1716392022.9968638,,,,,,,,,,0.9601186513900757,2.5332183837890625,0.1171875,0.234375
9,1716392022.9997334,1716392023.6955981,1716392023.6680942,1716392023.6771407,1716392023.0114625,1716392023.668072,1716392023.677141,1716392023.6955974,,,,,,,,,,1.4609131813049316,2.5332183837890625,0.1171875,0.234375
10,1716392023.695761,1716392024.386767,1716392024.3062987,1716392024.330312,1716392023.6995769,1716392024.3062894,1716392024.3303127,1716392024.3867655,,,,,,,,,,0.6890461444854736,2.5332183837890625,0.1171875,0.234375
11,1716392024.3870485,1716392024.9966104,1716392024.8918946,1716392024.9889855,1716392024.3910844,1716392024.8918855,1716392024.988987,1716392024.9966085,,,,,,,,,,1.3212190866470337,2.5332183837890625,0.1171875,0.234375
12,1716392025.0005038,1716392025.5308983,1716392025.4941185,1716392025.5260503,1716392025.0042608,1716392025.4941123,1716392025.526051,1716392025.5308974,,,,,,,,,,0.9466612339019775,2.5332183837890625,0.1171875,0.234375
13,1716392025.5311186,1716392026.2313435,1716392026.1791484,1716392026.2041175,1716392025.5361059,1716392026.1791425,1716392026.2041185,1716392026.231342,,,,,,,,,,1.272687554359436,2.5332183837890625,0.1171875,0.234375
14,1716392026.2316504,1716392026.9184809,1716392026.877683,1716392026.8959386,1716392026.295385,1716392026.8776765,1716392026.8959398,1716392026.9184794,,,,,,,,,,0.8066885471343994,2.5332183837890625,0.1171875,0.234375
15,1716392026.9186835,1716392027.6120117,1716392027.581713,1716392027.6082683,1716392026.95427,1716392027.581692,1716392027.608269,1716392027.6120107,,,,,,,,,,0.6190577745437622,2.5332183837890625,0.1171875,0.234375
16,1716392027.6122596,1716392028.1691983,1716392028.1502457,1716392028.164552,1716392027.6156642,1716392028.1502397,1716392028.1645527,1716392028.1691973,,,,,,,,,,0.8978811502456665,2.5332183837890625,0.1171875,0.234375
17,1716392028.1705925,1716392028.9647927,1716392028.9368234,1716392028.9544199,1716392028.1761315,1716392028.9368162,1716392028.954421,1716392028.9647908,,,,,,,,,,0.6091498732566833,2.5332183837890625,0.1171875,0.234375
18,1716392028.965239,1716392029.5878236,1716392029.529514,1716392029.5768714,1716392029.004424,1716392029.5295043,1716392029.5768723,1716392029.5878227,,,,,,,,,,0.45617610216140747,2.5332183837890625,0.1171875,0.234375
19,1716392029.5880191,1716392030.1514225,1716392030.1140883,1716392030.129543,1716392029.5912087,1716392030.1140823,1716392030.1295438,1716392030.1514208,,,,,,,,,,0.46399134397506714,2.5332183837890625,0.1171875,0.234375
20,1716392030.1517048,1716392030.8313463,1716392030.8113043,1716392030.828056,1716392030.1552143,1716392030.8112965,1716392030.8280566,1716392030.831345,,,,,,,,,,0.5642794370651245,2.5332183837890625,0.1171875,0.234375
21,1716392030.8315969,1716392031.606302,1716392031.443369,1716392031.5142038,1716392030.835522,1716392031.4433632,1716392031.5142047,1716392031.6063004,,,,,,,,,,0.255260705947876,2.5332183837890625,0.1171875,0.234375
22,1716392031.6092148,1716392032.0769773,1716392032.0659122,1716392032.074406,1716392031.61335,1716392032.0659063,1716392032.0744066,1716392032.076976,,,,,,,,,,0.4655892848968506,2.5332183837890625,0.1171875,0.234375
23,1716392032.0771406,1716392032.8319843,1716392032.8018594,1716392032.8277721,1716392032.0815344,1716392032.8018506,1716392032.8277729,1716392032.8319833,,,,,,,,,,0.6067699193954468,2.5332183837890625,0.1171875,0.234375
24,1716392032.8322506,1716392033.4765315,1716392033.4569514,1716392033.4694319,1716392032.8520267,1716392033.4569461,1716392033.4694324,1716392033.4765303,,,,,,,,,,1.2802629470825195,2.5332183837890625,0.1171875,0.234375
