epoch,start.epoch,end.epoch,start.epoch_calculation,end.epoch_calculation,start.send_data,end.send_data,start.recv_data,end.recv_data,start.calc_gradients,end.calc_gradients,start.agg_gradients,end.agg_gradients,start.generate_data,end.generate_data,fid,is,start.fid,end.fid,start.is,end.is,size.data,size.feedback,start.swap,end.swap,swap,size.sent,size.recv
38,1716398407.7736385,1716398407.8355958,1716398407.773639,1716398407.8355947,1716398407.7747793,1716398407.7841778,1716398407.7842107,1716398407.8269553,1716398407.834551,1716398407.8355932,1716398407.8275392,1716398407.8343675,1716398407.7736478,1716398407.7747788,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
39,1716398407.8357933,1716398407.8977332,1716398407.8357937,1716398407.897732,1716398407.8369665,1716398407.8462255,1716398407.8462856,1716398407.8889725,1716398407.896659,1716398407.8977306,1716398407.8896027,1716398407.8964891,1716398407.8358016,1716398407.8369658,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
40,1716398407.8979018,1716398407.9614296,1716398407.8979023,1716398407.961428,1716398407.899106,1716398407.9089653,1716398407.9090166,1716398407.9513054,1716398407.9597301,1716398407.9614263,1716398407.9518929,1716398407.959407,1716398407.8979096,1716398407.8991053,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
41,1716398407.96172,1716398408.0223553,1716398407.961721,1716398408.0223544,1716398407.9633648,1716398407.9708676,1716398407.9709048,1716398408.0132713,1716398408.021254,1716398408.0223527,1716398408.013882,1716398408.0210788,1716398407.961732,1716398407.9633644,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
42,1716398408.0225432,1716398408.0845034,1716398408.0225437,1716398408.0845025,1716398408.0237696,1716398408.033225,1716398408.033279,1716398408.0759766,1716398408.083552,1716398408.084501,1716398408.0765824,1716398408.0833995,1716398408.022549,1716398408.0237691,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
43,1716398408.0846627,1716398408.14817,1716398408.0846632,1716398408.1481688,1716398408.085815,1716398408.0961363,1716398408.0962,1716398408.139792,1716398408.147153,1716398408.148167,1716398408.1403449,1716398408.146959,1716398408.084668,1716398408.0858145,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
44,1716398408.1483548,1716398408.2105985,1716398408.1483552,1716398408.2105975,1716398408.1495066,1716398408.1589499,1716398408.1589825,1716398408.201724,1716398408.2096477,1716398408.210596,1716398408.202278,1716398408.2094514,1716398408.1483614,1716398408.149506,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
45,1716398408.2107627,1716398408.2742338,1716398408.2107632,1716398408.2742324,1716398408.2121642,1716398408.22064,1716398408.2206738,1716398408.265045,1716398408.273108,1716398408.2742307,1716398408.26565,1716398408.2729242,1716398408.210768,1716398408.2121637,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
46,1716398408.2744157,1716398408.3353815,1716398408.274416,1716398408.3353806,1716398408.2756748,1716398408.2844722,1716398408.2845347,1716398408.3271072,1716398408.334416,1716398408.335379,1716398408.3276944,1716398408.3342347,1716398408.2744217,1716398408.2756743,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
47,1716398408.3355727,1716398408.3984547,1716398408.3355732,1716398408.3984537,1716398408.3366833,1716398408.3463006,1716398408.3463566,1716398408.3888927,1716398408.3974013,1716398408.398452,1716398408.3899722,1716398408.3972342,1716398408.3355808,1716398408.3366828,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
48,1716398408.3986351,1716398408.4604626,1716398408.3986359,1716398408.4604616,1716398408.3997989,1716398408.409038,1716398408.4090753,1716398408.45152,1716398408.4594073,1716398408.46046,1716398408.4521265,1716398408.4592144,1716398408.3986404,1716398408.3997982,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
49,1716398408.4606383,1716398408.523564,1716398408.4606388,1716398408.5235617,1716398408.4619448,1716398408.47084,1716398408.470872,1716398408.5134077,1716398408.5218418,1716398408.5235593,1716398408.51398,1716398408.5215178,1716398408.460644,1716398408.4619443,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
50,1716398408.5238507,1716398408.5840313,1716398408.5238512,1716398408.5840302,1716398408.5253356,1716398408.5325646,1716398408.5325966,1716398408.575247,1716398408.5830255,1716398408.5840287,1716398408.5758317,1716398408.5828536,1716398408.5238605,1716398408.5253348,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
51,1716398408.58431,1716398408.6458457,1716398408.5843105,1716398408.6458447,1716398408.5854895,1716398408.594504,1716398408.5945377,1716398408.6371212,1716398408.644837,1716398408.6458433,1716398408.6376736,1716398408.6446834,1716398408.5843184,1716398408.5854886,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
52,1716398408.6460176,1716398408.7072828,1716398408.6460178,1716398408.7072816,1716398408.6471806,1716398408.6562107,1716398408.6562483,1716398408.6987126,1716398408.7062728,1716398408.70728,1716398408.6993232,1716398408.706085,1716398408.6460233,1716398408.64718,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
53,1716398408.7074585,1716398408.7714741,1716398408.707459,1716398408.7714732,1716398408.708613,1716398408.7185984,1716398408.718677,1716398408.7623582,1716398408.770382,1716398408.771471,1716398408.7630205,1716398408.7700853,1716398408.7074673,1716398408.7086122,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
54,1716398408.771658,1716398408.8330522,1716398408.7716584,1716398408.8330514,1716398408.7728024,1716398408.7820954,1716398408.7821846,1716398408.8245194,1716398408.832035,1716398408.8330498,1716398408.8251202,1716398408.8318565,1716398408.7716641,1716398408.7728019,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
55,1716398408.8332324,1716398408.8951805,1716398408.8332329,1716398408.8951797,1716398408.8344374,1716398408.8442338,1716398408.8443022,1716398408.8867548,1716398408.894246,1716398408.895178,1716398408.887336,1716398408.8940887,1716398408.8332388,1716398408.834437,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
56,1716398408.8953502,1716398408.9571147,1716398408.8953507,1716398408.9571135,1716398408.8964756,1716398408.9059277,1716398408.9059732,1716398408.9483738,1716398408.9559863,1716398408.957112,1716398408.9489427,1716398408.955819,1716398408.8953557,1716398408.896475,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
57,1716398408.9573004,1716398409.0189764,1716398408.957301,1716398409.0189755,1716398408.958594,1716398408.9680169,1716398408.9680665,1716398409.0105402,1716398409.0179877,1716398409.018974,1716398409.0111225,1716398409.0178254,1716398408.9573069,1716398408.9585934,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
58,1716398409.0191617,1716398409.0806696,1716398409.0191622,1716398409.0806687,1716398409.0202935,1716398409.0295215,1716398409.029553,1716398409.0723197,1716398409.0797586,1716398409.080667,1716398409.0728905,1716398409.0796,1716398409.019168,1716398409.0202928,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
59,1716398409.0808635,1716398409.1431203,1716398409.0808642,1716398409.1431193,1716398409.0821168,1716398409.0914316,1716398409.0914862,1716398409.133923,1716398409.1420522,1716398409.1431174,1716398409.1345196,1716398409.14186,1716398409.0808713,1716398409.0821164,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
60,1716398409.1433096,1716398409.205133,1716398409.1433105,1716398409.205132,1716398409.1446502,1716398409.1537566,1716398409.1537979,1716398409.1963317,1716398409.2040362,1716398409.2051306,1716398409.1968858,1716398409.2038705,1716398409.1433198,1716398409.1446493,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
61,1716398409.2053125,1716398409.2674994,1716398409.2053127,1716398409.2674985,1716398409.2064793,1716398409.2151182,1716398409.215153,1716398409.2577846,1716398409.2664578,1716398409.2674966,1716398409.258427,1716398409.2661617,1716398409.2053187,1716398409.2064786,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
62,1716398409.267695,1716398409.3286884,1716398409.2676952,1716398409.3286874,1716398409.2688394,1716398409.2772417,1716398409.2773013,1716398409.3200011,1716398409.3276584,1716398409.3286855,1716398409.32058,1716398409.3274858,1716398409.267701,1716398409.268839,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
63,1716398409.328864,1716398409.391616,1716398409.3288646,1716398409.391615,1716398409.3301017,1716398409.3393986,1716398409.3394563,1716398409.382032,1716398409.390558,1716398409.3916135,1716398409.383043,1716398409.3903627,1716398409.3288724,1716398409.3301013,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
64,1716398409.3917952,1716398409.4546692,1716398409.3917956,1716398409.4546683,1716398409.3930118,1716398409.402194,1716398409.402229,1716398409.4459443,1716398409.4536316,1716398409.4546666,1716398409.446533,1716398409.4534314,1716398409.3918037,1716398409.3930109,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
65,1716398409.4548357,1716398409.516265,1716398409.4548361,1716398409.516264,1716398409.456012,1716398409.4649606,1716398409.4649954,1716398409.507729,1716398409.5152643,1716398409.516262,1716398409.5082805,1716398409.5151067,1716398409.454842,1716398409.4560115,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
66,1716398409.5164301,1716398409.5785315,1716398409.5164306,1716398409.5785303,1716398409.5175438,1716398409.52706,1716398409.527144,1716398409.5696998,1716398409.577506,1716398409.5785284,1716398409.5702844,1716398409.5773296,1716398409.5164354,1716398409.5175428,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
67,1716398409.5787053,1716398409.639823,1716398409.5787055,1716398409.6398218,1716398409.5798519,1716398409.5886095,1716398409.5886524,1716398409.6310613,1716398409.6388087,1716398409.63982,1716398409.6316566,1716398409.6386435,1716398409.5787113,1716398409.5798516,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
68,1716398409.6400013,1716398409.7008421,1716398409.6400018,1716398409.7008412,1716398409.6411645,1716398409.649907,1716398409.6499426,1716398409.6924036,1716398409.6998641,1716398409.7008398,1716398409.6929748,1716398409.6997106,1716398409.6400075,1716398409.6411638,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
69,1716398409.7010105,1716398409.7622683,1716398409.7010107,1716398409.7622674,1716398409.7023497,1716398409.7118592,1716398409.7119067,1716398409.7534297,1716398409.7611766,1716398409.762266,1716398409.7540193,1716398409.760969,1716398409.701016,1716398409.702349,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
70,1716398409.7624311,1716398409.8221118,1716398409.7624314,1716398409.8221107,1716398409.7635722,1716398409.7723377,1716398409.772373,1716398409.8135767,1716398409.821078,1716398409.8221092,1716398409.8141646,1716398409.8209255,1716398409.7624373,1716398409.7635717,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
71,1716398409.8222976,1716398409.8828418,1716398409.822298,1716398409.8828409,1716398409.8234208,1716398409.8326797,1716398409.8327298,1716398409.8742533,1716398409.8818038,1716398409.882839,1716398409.874848,1716398409.8816307,1716398409.822305,1716398409.82342,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
72,1716398409.8830187,1716398409.9434946,1716398409.8830192,1716398409.9434938,1716398409.884402,1716398409.893695,1716398409.893757,1716398409.9350674,1716398409.9424872,1716398409.9434924,1716398409.9356303,1716398409.94233,1716398409.8830268,1716398409.8844013,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
73,1716398409.9436657,1716398410.0037262,1716398409.943666,1716398410.0037253,1716398409.944827,1716398409.9537241,1716398409.9537637,1716398409.9951253,1716398410.0027313,1716398410.0037239,1716398409.995712,1716398410.0025632,1716398409.943671,1716398409.9448266,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
74,1716398410.00392,1716398410.0636945,1716398410.0039203,1716398410.0636933,1716398410.005052,1716398410.014002,1716398410.0140564,1716398410.0552368,1716398410.0627027,1716398410.063692,1716398410.0558102,1716398410.0625224,1716398410.0039263,1716398410.0050516,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
75,1716398410.0638607,1716398410.123904,1716398410.063861,1716398410.123903,1716398410.0649555,1716398410.0740495,1716398410.074083,1716398410.115373,1716398410.1229541,1716398410.1239014,1716398410.1159663,1716398410.122798,1716398410.063867,1716398410.064955,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
76,1716398410.1240714,1716398410.1841347,1716398410.1240716,1716398410.1841335,1716398410.125164,1716398410.1342213,1716398410.1342843,1716398410.1755774,1716398410.1830995,1716398410.1841319,1716398410.1761856,1716398410.1829128,1716398410.1240773,1716398410.1251636,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
77,1716398410.1843634,1716398410.2469907,1716398410.1843638,1716398410.2469895,1716398410.185601,1716398410.1946478,1716398410.1946776,1716398410.2376673,1716398410.2459345,1716398410.2469878,1716398410.2383206,1716398410.2457623,1716398410.1843688,1716398410.1856005,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
78,1716398410.2471578,1716398410.3071148,1716398410.247158,1716398410.307114,1716398410.24834,1716398410.256973,1716398410.2570229,1716398410.2985322,1716398410.3061123,1716398410.3071122,1716398410.2991035,1716398410.3059433,1716398410.2471635,1716398410.2483394,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
79,1716398410.30729,1716398410.3680387,1716398410.3072903,1716398410.3680377,1716398410.308406,1716398410.3175714,1716398410.3176224,1716398410.3590834,1716398410.3670478,1716398410.368036,1716398410.359714,1716398410.3668902,1716398410.3072958,1716398410.3084054,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
80,1716398410.3681946,1716398410.4294133,1716398410.368195,1716398410.4294126,1716398410.369589,1716398410.378597,1716398410.3786569,1716398410.4209292,1716398410.428419,1716398410.429411,1716398410.421512,1716398410.4282463,1716398410.3682003,1716398410.3695881,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
81,1716398410.4295974,1716398410.4914188,1716398410.4295976,1716398410.491418,1716398410.4307663,1716398410.440148,1716398410.440179,1716398410.4829705,1716398410.4903817,1716398410.4914162,1716398410.483567,1716398410.490213,1716398410.429603,1716398410.4307659,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
82,1716398410.4916167,1716398410.5540986,1716398410.4916172,1716398410.5540977,1716398410.4927726,1716398410.5029323,1716398410.5030057,1716398410.5443118,1716398410.5530574,1716398410.554096,1716398410.5448647,1716398410.5528882,1716398410.4916234,1716398410.492772,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
83,1716398410.5542796,1716398410.6160686,1716398410.55428,1716398410.6160676,1716398410.555422,1716398410.5642164,1716398410.5642555,1716398410.607108,1716398410.615037,1716398410.616066,1716398410.607691,1716398410.614857,1716398410.5542853,1716398410.5554214,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
84,1716398410.6162486,1716398410.678094,1716398410.6162488,1716398410.6780927,1716398410.6174147,1716398410.6260605,1716398410.6260946,1716398410.6690526,1716398410.6771019,1716398410.6780913,1716398410.6697273,1716398410.6769462,1716398410.6162546,1716398410.617414,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
85,1716398410.6782618,1716398410.739485,1716398410.678262,1716398410.7394838,1716398410.679393,1716398410.6884103,1716398410.6884444,1716398410.7312617,1716398410.7384868,1716398410.7394824,1716398410.7318451,1716398410.7383275,1716398410.6782665,1716398410.6793926,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
86,1716398410.739652,1716398410.8016026,1716398410.7396522,1716398410.801602,1716398410.7407658,1716398410.7502658,1716398410.7503011,1716398410.7931333,1716398410.8005764,1716398410.8016002,1716398410.7937698,1716398410.8004198,1716398410.7396579,1716398410.740765,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
87,1716398410.8018115,1716398410.8626342,1716398410.801812,1716398410.8626332,1716398410.8030589,1716398410.8127248,1716398410.8127844,1716398410.8539279,1716398410.861572,1716398410.8626313,1716398410.8544934,1716398410.8613963,1716398410.801817,1716398410.8030581,,,,,,,0.234375,0.46875,,,False,0.9375,0.46875
