epoch,start.epoch,end.epoch,start.calc_gradients,end.calc_gradients,start.recv_data,end.recv_data,start.send,end.send,start.swap_recv_instruction,end.swap_recv_instruction,start.load_state_dict,end.load_state_dict,start.swap_recv,end.swap_recv,start.swap_send,end.swap_send,swap_with,mean_d_loss,size.model,size.sent,size.recv
0,1716392010.547153,1716392013.0271213,1716392011.2294676,1716392013.01753,1716392010.5682778,1716392011.229461,1716392013.0175307,1716392013.02712,,,,,,,,,,1.1268903017044067,2.5332183837890625,0.1171875,0.234375
1,1716392013.0289037,1716392018.1435833,1716392018.062763,1716392018.0871708,1716392013.0462599,1716392018.0627556,1716392018.0871713,1716392018.1435812,,,,,,,,,,1.2110563516616821,2.5332183837890625,0.1171875,0.234375
2,1716392018.1439764,1716392018.9400606,1716392018.917681,1716392018.9253123,1716392018.1625214,1716392018.9176729,1716392018.9253128,1716392018.9400597,,,,,,,,,,1.1893194913864136,2.5332183837890625,0.1171875,0.234375
3,1716392018.9402695,1716392019.628423,1716392019.5890026,1716392019.595186,1716392018.9446898,1716392019.588995,1716392019.595187,1716392019.6284215,,,,,,,,,,1.0130828619003296,2.5332183837890625,0.1171875,0.234375
4,1716392019.6290941,1716392020.257068,1716392020.2436204,1716392020.2544696,1716392019.6330192,1716392020.2436094,1716392020.2544703,1716392020.2570667,,,,,,,,,,0.7244646549224854,2.5332183837890625,0.1171875,0.234375
5,1716392020.2576752,1716392020.9628117,1716392020.9532301,1716392020.9598403,1716392020.3010643,1716392020.9532235,1716392020.9598408,1716392020.9628103,,,,,,,,,,0.9942323565483093,2.5332183837890625,0.1171875,0.234375
6,1716392020.9629939,1716392021.7820046,1716392021.763681,1716392021.7775877,1716392020.9664452,1716392021.7636738,1716392021.7775881,1716392021.7820032,,,,,,,,,,0.8221612572669983,2.5332183837890625,0.1171875,0.234375
7,1716392021.7823424,1716392022.4448972,1716392022.4234576,1716392022.44201,1716392021.7877884,1716392022.4234498,1716392022.4420104,1716392022.444896,,,,,,,,,,1.1222751140594482,2.5332183837890625,0.1171875,0.234375
8,1716392022.4451284,1716392023.1020288,1716392023.048204,1716392023.0982673,1716392022.448807,1716392023.0481954,1716392023.0982678,1716392023.1020274,,,,,,,,,,1.3312761783599854,2.5332183837890625,0.1171875,0.234375
9,1716392023.1022437,1716392023.717896,1716392023.6975832,1716392023.7127934,1716392023.105482,1716392023.6975763,1716392023.7127938,1716392023.717895,,,,,,,,,,1.6307713985443115,2.5332183837890625,0.1171875,0.234375
10,1716392023.7186282,1716392024.4017682,1716392024.3783834,1716392024.3984272,1716392023.798321,1716392024.3783674,1716392024.398428,1716392024.4017673,,,,,,,,,,0.9311650991439819,2.5332183837890625,0.1171875,0.234375
11,1716392024.4102197,1716392024.998873,1716392024.9628687,1716392024.9767272,1716392024.4405365,1716392024.962857,1716392024.976728,1716392024.9988718,,,,,,,,,,0.8687269687652588,2.5332183837890625,0.1171875,0.234375
12,1716392024.9992354,1716392025.5364604,1716392025.5233262,1716392025.5320249,1716392025.0162838,1716392025.5233183,1716392025.5320253,1716392025.5364592,,,,,,,,,,0.4578941762447357,2.5332183837890625,0.1171875,0.234375
13,1716392025.5366158,1716392026.283833,1716392026.2632766,1716392026.2734337,1716392025.5819275,1716392026.2632697,1716392026.2734342,1716392026.283832,,,,,,,,,,0.8357651829719543,2.5332183837890625,0.1171875,0.234375
14,1716392026.2891243,1716392027.0165677,1716392026.941855,1716392027.007877,1716392026.2924259,1716392026.9418423,1716392027.0078778,1716392027.016566,,,,,,,,,,0.9405282735824585,2.5332183837890625,0.1171875,0.234375
15,1716392027.016784,1716392027.6363623,1716392027.6243887,1716392027.633487,1716392027.0203547,1716392027.624375,1716392027.6334877,1716392027.6363611,,,,,,,,,,0.6827752590179443,2.5332183837890625,0.1171875,0.234375
