epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
10159,1716380795.6007116,1716380795.6124537,1716380795.6007118,1716380795.6036224,1716380795.6069155,1716380795.6069162,1716380795.60073,1716380795.6035883,1716380795.6096299,1716380795.612369,1716380795.603589,1716380795.609631,10159,0.24165913462638855,2.870048761367798,1716380795.6123698,,,,,,,
10160,1716380795.6125114,1716380795.624788,1716380795.6125116,1716380795.6158314,1716380795.619298,1716380795.619299,1716380795.6125307,1716380795.6157782,1716380795.6218207,1716380795.6247058,1716380795.615779,1716380795.6218214,10160,0.9335384964942932,1.5081483125686646,1716380795.624706,,,,,,,
10161,1716380795.6248295,1716380795.6369195,1716380795.6248298,1716380795.6278436,1716380795.6310928,1716380795.6310935,1716380795.624848,1716380795.627809,1716380795.633664,1716380795.6368382,1716380795.6278095,1716380795.6336648,10161,1.3741917610168457,3.245899200439453,1716380795.6368384,,,,,,,
10162,1716380795.6369593,1716380795.649174,1716380795.6369596,1716380795.6400754,1716380795.643507,1716380795.6435077,1716380795.6369781,1716380795.640039,1716380795.6460218,1716380795.649092,1716380795.6400397,1716380795.6460228,10162,1.1388643980026245,1.9449008703231812,1716380795.6490922,,,,,,,
10163,1716380795.6492114,1716380795.66125,1716380795.6492116,1716380795.652193,1716380795.655503,1716380795.655504,1716380795.6492298,1716380795.652159,1716380795.65825,1716380795.661167,1716380795.6521595,1716380795.6582508,10163,0.6571418046951294,3.6312756538391113,1716380795.6611671,,,,,,,
10164,1716380795.6612914,1716380795.6733868,1716380795.6612916,1716380795.6644354,1716380795.6678061,1716380795.6678069,1716380795.6613095,1716380795.6644013,1716380795.6703243,1716380795.6733048,1716380795.6644022,1716380795.670325,10164,1.0523015260696411,0.7318202257156372,1716380795.673305,,,,,,,
10165,1716380795.6734283,1716380795.6855025,1716380795.6734285,1716380795.6766276,1716380795.6800508,1716380795.6800518,1716380795.6734476,1716380795.676592,1716380795.682573,1716380795.6854162,1716380795.6765928,1716380795.6825738,10165,1.7047008275985718,4.592299938201904,1716380795.6854165,,,,,,,
10166,1716380795.6855414,1716380795.6976385,1716380795.6855416,1716380795.6887343,1716380795.6919875,1716380795.6919882,1716380795.6855605,1716380795.6887007,1716380795.6945944,1716380795.697557,1716380795.6887014,1716380795.694595,10166,0.7348951101303101,1.6298084259033203,1716380795.6975572,,,,,,,
10167,1716380795.6976798,1716380795.7097974,1716380795.6976802,1716380795.700975,1716380795.7044532,1716380795.704454,1716380795.697698,1716380795.7009408,1716380795.7069893,1716380795.7097156,1716380795.7009413,1716380795.70699,10167,0.6027365326881409,4.29798698425293,1716380795.709716,,,,,,,
10168,1716380795.7098355,1716380795.7217872,1716380795.709836,1716380795.7129526,1716380795.716398,1716380795.7163985,1716380795.7098544,1716380795.7129173,1716380795.7189262,1716380795.7217054,1716380795.712918,1716380795.7189271,10168,0.8475127220153809,1.476388692855835,1716380795.7217057,,,,,,,
10169,1716380795.7218254,1716380795.73388,1716380795.7218256,1716380795.7250829,1716380795.7284954,1716380795.728496,1716380795.7218435,1716380795.7250493,1716380795.7309117,1716380795.7337961,1716380795.72505,1716380795.7309124,10169,0.8568552136421204,2.7379825115203857,1716380795.7337964,,,,,,,
10170,1716380795.733915,1716380795.7462215,1716380795.7339153,1716380795.7373128,1716380795.7407732,1716380795.7407737,1716380795.7339332,1716380795.737278,1716380795.7433422,1716380795.7461448,1716380795.7372785,1716380795.743343,10170,0.42544522881507874,2.1499056816101074,1716380795.746145,,,,,,,
10171,1716380795.7462728,1716380795.7585182,1716380795.7462733,1716380795.7495391,1716380795.7530825,1716380795.7530832,1716380795.7462943,1716380795.749505,1716380795.75546,1716380795.7584455,1716380795.7495058,1716380795.7554612,10171,0.792611837387085,2.181701421737671,1716380795.7584457,,,,,,,
10172,1716380795.758638,1716380795.7708066,1716380795.7586386,1716380795.7617936,1716380795.7652512,1716380795.7652519,1716380795.7586455,1716380795.7617598,1716380795.7677372,1716380795.7707334,1716380795.7617605,1716380795.767738,10172,0.22310544550418854,3.000340223312378,1716380795.7707338,,,,,,,
10173,1716380795.7708554,1716380795.7827384,1716380795.7708557,1716380795.7737625,1716380795.7772148,1716380795.7772152,1716380795.770876,1716380795.7737293,1716380795.779673,1716380795.782666,1716380795.7737298,1716380795.7796738,10173,0.5426114797592163,3.3079044818878174,1716380795.7826662,,,,,,,
10174,1716380795.7827847,1716380795.7948236,1716380795.782785,1716380795.785927,1716380795.7892926,1716380795.7892933,1716380795.7828066,1716380795.7858868,1716380795.7918048,1716380795.794752,1716380795.7858872,1716380795.7918057,10174,0.7514254450798035,2.1508591175079346,1716380795.7947524,,,,,,,
10175,1716380795.794871,1716380795.806998,1716380795.7948713,1716380795.798094,1716380795.8013988,1716380795.8013992,1716380795.7948916,1716380795.7980504,1716380795.803863,1716380795.8069258,1716380795.7980509,1716380795.8038638,10175,0.7755258083343506,3.241079807281494,1716380795.806926,,,,,,,
10176,1716380795.8070445,1716380795.8191767,1716380795.8070455,1716380795.8102682,1716380795.8138437,1716380795.8138442,1716380795.8070705,1716380795.8102345,1716380795.8162658,1716380795.8191009,1716380795.810235,1716380795.8162665,10176,0.7739096879959106,1.8595951795578003,1716380795.819101,,,,,,,
10177,1716380795.819208,1716380795.8313155,1716380795.8192081,1716380795.8224971,1716380795.8259351,1716380795.8259358,1716380795.8192253,1716380795.822464,1716380795.8285758,1716380795.8312402,1716380795.8224645,1716380795.8285766,10177,0.744795024394989,2.5461227893829346,1716380795.8312404,,,,,,,
10178,1716380795.8313484,1716380795.8433578,1716380795.831349,1716380795.834542,1716380795.8380294,1716380795.83803,1716380795.8313725,1716380795.834508,1716380795.8406165,1716380795.8432856,1716380795.834509,1716380795.8406172,10178,0.9136539697647095,1.8183635473251343,1716380795.8432856,,,,,,,
10179,1716380795.843389,1716380795.855341,1716380795.8433893,1716380795.8465712,1716380795.849917,1716380795.8499174,1716380795.8434134,1716380795.8465376,1716380795.852448,1716380795.8552694,1716380795.846538,1716380795.852449,10179,0.48491349816322327,2.8937041759490967,1716380795.8552694,,,,,,,
10180,1716380795.8553724,1716380795.8675492,1716380795.855373,1716380795.8586607,1716380795.861994,1716380795.8619947,1716380795.8553963,1716380795.8586257,1716380795.864485,1716380795.867477,1716380795.8586261,1716380795.8644862,10180,0.5061964988708496,2.1819369792938232,1716380795.8674772,,,,,,,
10181,1716380795.8675802,1716380795.8796723,1716380795.8675804,1716380795.8706994,1716380795.8740175,1716380795.8740182,1716380795.8676057,1716380795.8706644,1716380795.876619,1716380795.8796005,1716380795.8706653,1716380795.8766198,10181,0.348418265581131,3.2526395320892334,1716380795.879601,,,,,,,
10182,1716380795.879728,1716380795.8916016,1716380795.8797286,1716380795.8826954,1716380795.886453,1716380795.8864534,1716380795.8797495,1716380795.8826613,1716380795.8889394,1716380795.89153,1716380795.8826618,1716380795.88894,10182,0.1850898712873459,2.9833810329437256,1716380795.8915303,,,,,,,
10183,1716380795.8916323,1716380795.9035602,1716380795.8916326,1716380795.89463,1716380795.8980858,1716380795.8980865,1716380795.8916492,1716380795.894596,1716380795.9007986,1716380795.9034874,1716380795.8945966,1716380795.9007993,10183,0.6241069436073303,1.6350711584091187,1716380795.9034874,,,,,,,
10184,1716380795.903591,1716380795.9155517,1716380795.9035912,1716380795.9066198,1716380795.9100049,1716380795.9100053,1716380795.9036155,1716380795.9065864,1716380795.9126515,1716380795.915461,1716380795.9065871,1716380795.9126525,10184,0.39049845933914185,2.707878351211548,1716380795.9154613,,,,,,,
10185,1716380795.9156077,1716380795.92771,1716380795.9156084,1716380795.9187472,1716380795.9221182,1716380795.9221187,1716380795.9156291,1716380795.9187138,1716380795.9247222,1716380795.9276376,1716380795.9187143,1716380795.924723,10185,0.26769208908081055,3.0528512001037598,1716380795.9276376,,,,,,,
10186,1716380795.927759,1716380795.9398413,1716380795.9277592,1716380795.930843,1716380795.9343433,1716380795.9343445,1716380795.9277782,1716380795.9308083,1716380795.9369495,1716380795.9397633,1716380795.930809,1716380795.9369502,10186,0.3482162058353424,2.813037872314453,1716380795.9397635,,,,,,,
10187,1716380795.9399004,1716380795.9522142,1716380795.9399009,1716380795.943039,1716380795.9464538,1716380795.9464543,1716380795.9399219,1716380795.9430058,1716380795.9490197,1716380795.9521313,1716380795.9430063,1716380795.9490206,10187,0.2229328155517578,2.7520129680633545,1716380795.9521315,,,,,,,
10188,1716380795.9522827,1716380795.9646041,1716380795.9522831,1716380795.9555252,1716380795.9589565,1716380795.9589572,1716380795.952304,1716380795.9554713,1716380795.961381,1716380795.9645147,1716380795.9554882,1716380795.9613817,10188,0.4275149703025818,2.9779140949249268,1716380795.964515,,,,,,,
10189,1716380795.9646645,1716380795.9768026,1716380795.9646654,1716380795.9677515,1716380795.9709938,1716380795.9709942,1716380795.9646864,1716380795.967718,1716380795.973442,1716380795.9767299,1716380795.9677186,1716380795.9734428,10189,0.35763877630233765,2.5061793327331543,1716380795.97673,,,,,,,
10190,1716380795.9768522,1716380795.9888356,1716380795.9768527,1716380795.979768,1716380795.9830458,1716380795.9830463,1716380795.9768736,1716380795.9797337,1716380795.9854984,1716380795.988764,1716380795.9797342,1716380795.9854991,10190,0.2679840326309204,3.0316452980041504,1716380795.9887645,,,,,,,
10191,1716380795.9888666,1716380796.0009694,1716380795.9888668,1716380795.991961,1716380795.995357,1716380795.9953578,1716380795.98889,1716380795.9919174,1716380795.9981503,1716380796.0008976,1716380795.991918,1716380795.998151,10191,0.4490293264389038,2.8266849517822266,1716380796.000898,,,,,,,
10192,1716380796.0010002,1716380796.0129895,1716380796.0010004,1716380796.0039465,1716380796.0073457,1716380796.0073462,1716380796.001025,1716380796.0038762,1716380796.010027,1716380796.0129044,1716380796.003877,1716380796.010028,10192,0.4122082591056824,2.8059213161468506,1716380796.0129046,,,,,,,
10193,1716380796.01304,1716380796.025171,1716380796.0130405,1716380796.0162446,1716380796.0198922,1716380796.019893,1716380796.0130675,1716380796.0162091,1716380796.0224113,1716380796.025099,1716380796.0162096,1716380796.0224123,10193,0.21900150179862976,3.173328399658203,1716380796.0250993,,,,,,,
10194,1716380796.0252223,1716380796.0373194,1716380796.025223,1716380796.0284421,1716380796.0316474,1716380796.031648,1716380796.0252438,1716380796.0284088,1716380796.0342293,1716380796.0372486,1716380796.0284095,1716380796.03423,10194,0.35427945852279663,3.0053951740264893,1716380796.0372488,,,,,,,
10195,1716380796.0373504,1716380796.0494921,1716380796.037351,1716380796.0406039,1716380796.0440288,1716380796.0440292,1716380796.0373688,1716380796.0405693,1716380796.0465474,1716380796.0494227,1716380796.04057,1716380796.0465481,10195,0.5255230665206909,2.513958692550659,1716380796.0494232,,,,,,,
10196,1716380796.0495234,1716380796.0616775,1716380796.049524,1716380796.0527513,1716380796.056403,1716380796.0564036,1716380796.0495486,1716380796.0527155,1716380796.0589318,1716380796.0616016,1716380796.0527163,1716380796.0589325,10196,0.5635069012641907,2.013390064239502,1716380796.0616019,,,,,,,
10197,1716380796.0617108,1716380796.073759,1716380796.061711,1716380796.0649374,1716380796.0683155,1716380796.0683162,1716380796.0617347,1716380796.064902,1716380796.070839,1716380796.0736878,1716380796.064903,1716380796.07084,10197,0.5932623744010925,3.279545545578003,1716380796.073688,,,,,,,
10198,1716380796.0737896,1716380796.085876,1716380796.0737898,1716380796.0771036,1716380796.080668,1716380796.0806684,1716380796.0738149,1716380796.0770462,1716380796.083351,1716380796.085804,1716380796.077047,1716380796.0833516,10198,0.43722787499427795,4.766380310058594,1716380796.0858042,,,,,,,
10199,1716380796.085999,1716380796.097891,1716380796.0859997,1716380796.0892267,1716380796.092714,1716380796.0927145,1716380796.0860045,1716380796.0891929,1716380796.095087,1716380796.0978189,1716380796.0891938,1716380796.0950878,10199,0.9828093647956848,1.569612741470337,1716380796.0978193,,,,,,,
10200,1716380796.0979223,1716380799.3657267,1716380796.0979228,1716380796.1011825,1716380796.1046605,1716380796.1046612,1716380796.09794,1716380796.1011486,1716380796.107167,1716380796.1101098,1716380796.101149,1716380796.1071677,10200,0.3387290835380554,3.3249599933624268,1716380796.11011,,1716380796.113316,1716380799.021432,1716380799.0214343,1716380799.3656194,375.3899230957031,2.350468158721924
10201,1716380799.365781,1716380799.3882155,1716380799.3657815,1716380799.36953,1716380799.3734267,1716380799.3734272,1716380799.3657887,1716380799.3694715,1716380799.3761933,1716380799.3881285,1716380799.3694725,1716380799.3761942,10201,0.8973932862281799,1.5578430891036987,1716380799.388129,,,,,,,
10202,1716380799.388253,1716380799.4101815,1716380799.3882532,1716380799.3913517,1716380799.3946693,1716380799.3946698,1716380799.3882782,1716380799.391315,1716380799.3972812,1716380799.4101005,1716380799.3913155,1716380799.3972824,10202,0.715287446975708,3.412208318710327,1716380799.4101007,,,,,,,
10203,1716380799.4102151,1716380799.4321313,1716380799.4102154,1716380799.4132652,1716380799.4165037,1716380799.4165044,1716380799.4102345,1716380799.41323,1716380799.41897,1716380799.4320498,1716380799.4132304,1716380799.4189708,10203,1.333032250404358,0.47332343459129333,1716380799.43205,,,,,,,
10204,1716380799.432164,1716380799.4540977,1716380799.4321642,1716380799.4353034,1716380799.4386325,1716380799.4386332,1716380799.4321823,1716380799.435268,1716380799.4411123,1716380799.4540222,1716380799.4352686,1716380799.4411132,10204,1.8386520147323608,4.700502395629883,1716380799.4540222,,,,,,,
10205,1716380799.4541297,1716380799.4761465,1716380799.45413,1716380799.4573295,1716380799.4605901,1716380799.4605906,1716380799.4541497,1716380799.4572916,1716380799.4629657,1716380799.4760735,1716380799.457292,1716380799.4629664,10205,1.6219689846038818,0.3406641185283661,1716380799.4760737,,,,,,,
10206,1716380799.4761782,1716380799.4898834,1716380799.4761784,1716380799.4792542,1716380799.482421,1716380799.4824219,1716380799.4761975,1716380799.47922,1716380799.4851778,1716380799.4898114,1716380799.4792206,1716380799.485179,10206,1.3940773010253906,5.1698317527771,1716380799.4898117,,,,,,,
10207,1716380799.4899151,1716380799.5031152,1716380799.4899154,1716380799.4931161,1716380799.4962785,1716380799.496279,1716380799.4899337,1716380799.4930809,1716380799.498744,1716380799.5030205,1716380799.4930813,1716380799.4987447,10207,1.2759087085723877,1.482398271560669,1716380799.5030208,,,,,,,
10208,1716380799.5031486,1716380799.5163887,1716380799.5031488,1716380799.5064888,1716380799.5097094,1716380799.50971,1716380799.5031798,1716380799.5064535,1716380799.5121217,1716380799.5163028,1716380799.506454,1716380799.5121226,10208,0.6364678740501404,3.815943479537964,1716380799.5163033,,,,,,,
10209,1716380799.51642,1716380799.529427,1716380799.5164204,1716380799.519468,1716380799.5226614,1716380799.522662,1716380799.5164385,1716380799.5194345,1716380799.5250707,1716380799.529356,1716380799.519435,1716380799.5250714,10209,0.7932491302490234,1.4273369312286377,1716380799.5293562,,,,,,,
10210,1716380799.5294585,1716380799.5423634,1716380799.5294588,1716380799.5323792,1716380799.5355656,1716380799.5355663,1716380799.5294762,1716380799.532345,1716380799.5382042,1716380799.54229,1716380799.5323455,1716380799.538205,10210,0.7381211519241333,3.5225143432617188,1716380799.5422902,,,,,,,
10211,1716380799.5423944,1716380799.555496,1716380799.5423946,1716380799.5454943,1716380799.5487452,1716380799.5487456,1716380799.5424113,1716380799.5454595,1716380799.5511358,1716380799.5554125,1716380799.54546,1716380799.5511365,10211,1.1327424049377441,1.9094905853271484,1716380799.5554128,,,,,,,
10212,1716380799.5555267,1716380799.5687099,1716380799.555527,1716380799.5587556,1716380799.5619736,1716380799.561974,1716380799.5555456,1716380799.5587218,1716380799.5643878,1716380799.5686393,1716380799.5587225,1716380799.5643885,10212,0.29376453161239624,2.898521661758423,1716380799.5686395,,,,,,,
10213,1716380799.568741,1716380799.5818422,1716380799.5687413,1716380799.5720284,1716380799.5758324,1716380799.5758328,1716380799.5687587,1716380799.571993,1716380799.578982,1716380799.5817668,1716380799.5719936,1716380799.578983,10213,0.7316885590553284,1.6197338104248047,1716380799.5817673,,,,,,,
10214,1716380799.5818737,1716380799.5951064,1716380799.5818741,1716380799.5851405,1716380799.5885248,1716380799.5885255,1716380799.5818923,1716380799.5851052,1716380799.5909402,1716380799.5950303,1716380799.585106,1716380799.590941,10214,0.7876692414283752,2.8792803287506104,1716380799.5950308,,,,,,,
10215,1716380799.5951385,1716380799.6084127,1716380799.5951388,1716380799.5984147,1716380799.601728,1716380799.6017287,1716380799.5951564,1716380799.5983782,1716380799.6042612,1716380799.6083376,1716380799.598379,1716380799.604262,10215,0.7498360276222229,1.5462920665740967,1716380799.608338,,,,,,,
10216,1716380799.6084447,1716380799.621414,1716380799.608445,1716380799.6114223,1716380799.6148145,1716380799.6148152,1716380799.608463,1716380799.6113875,1716380799.6174474,1716380799.6213396,1716380799.6113882,1716380799.617448,10216,0.7370140552520752,3.599506378173828,1716380799.6213403,,,,,,,
10217,1716380799.6214452,1716380799.634713,1716380799.6214457,1716380799.6247468,1716380799.6281588,1716380799.6281593,1716380799.6214626,1716380799.6247122,1716380799.6308475,1716380799.6346378,1716380799.624713,1716380799.6308484,10217,0.5773856043815613,1.6292532682418823,1716380799.634638,,,,,,,
10218,1716380799.634745,1716380799.6481493,1716380799.6347451,1716380799.6381736,1716380799.6416054,1716380799.6416059,1716380799.634764,1716380799.6381404,1716380799.64406,1716380799.6480758,1716380799.6381412,1716380799.6440609,10218,0.5963505506515503,2.035585403442383,1716380799.648076,,,,,,,
10219,1716380799.6481812,1716380799.661194,1716380799.6481814,1716380799.6512148,1716380799.6543958,1716380799.6543968,1716380799.6481984,1716380799.6511796,1716380799.6570508,1716380799.6611207,1716380799.6511803,1716380799.6570516,10219,0.5786713361740112,3.192002534866333,1716380799.6611214,,,,,,,
10220,1716380799.6612263,1716380799.6742342,1716380799.6612265,1716380799.6642928,1716380799.6674464,1716380799.667447,1716380799.661244,1716380799.664258,1716380799.669969,1716380799.6741614,1716380799.6642587,1716380799.66997,10220,0.5963334441184998,1.7909265756607056,1716380799.6741617,,,,,,,
10221,1716380799.6742651,1716380799.6869996,1716380799.6742656,1716380799.67752,1716380799.6807785,1716380799.6807792,1716380799.6742835,1716380799.6774704,1716380799.6833525,1716380799.6869223,1716380799.6774712,1716380799.6833537,10221,0.44780486822128296,2.7221529483795166,1716380799.6869228,,,,,,,
10222,1716380799.6870337,1716380799.699346,1716380799.687034,1716380799.6901457,1716380799.6933904,1716380799.693391,1716380799.6870525,1716380799.6901102,1716380799.6958961,1716380799.6992705,1716380799.6901107,1716380799.695897,10222,0.7529691457748413,1.7999279499053955,1716380799.6992707,,,,,,,
10223,1716380799.6993802,1716380799.711661,1716380799.6993804,1716380799.7026024,1716380799.705878,1716380799.7058787,1716380799.6993997,1716380799.7025676,1716380799.7084768,1716380799.7115874,1716380799.7025683,1716380799.7084775,10223,0.5454290509223938,3.192148208618164,1716380799.7115877,,,,,,,
10224,1716380799.7116926,1716380799.723726,1716380799.711693,1716380799.7147703,1716380799.718039,1716380799.7180398,1716380799.7117097,1716380799.7147362,1716380799.720631,1716380799.7236545,1716380799.714737,1716380799.7206316,10224,0.2788538336753845,2.4977307319641113,1716380799.7236547,,,,,,,
10225,1716380799.723826,1716380799.7359078,1716380799.7238262,1716380799.7270224,1716380799.7302644,1716380799.730265,1716380799.723831,1716380799.7269874,1716380799.7327785,1716380799.7358088,1716380799.7269878,1716380799.7327793,10225,0.3245156407356262,2.9270901679992676,1716380799.7358093,,,,,,,
10226,1716380799.7359478,1716380799.7480884,1716380799.7359483,1716380799.7390294,1716380799.742527,1716380799.7425275,1716380799.7359667,1716380799.7389944,1716380799.7449467,1716380799.7480164,1716380799.7389948,1716380799.7449474,10226,0.871621310710907,1.474114179611206,1716380799.7480166,,,,,,,
10227,1716380799.74812,1716380799.760027,1716380799.7481203,1716380799.7509506,1716380799.754135,1716380799.7541354,1716380799.7481384,1716380799.7509167,1716380799.75672,1716380799.759955,1716380799.7509172,1716380799.7567208,10227,0.705866277217865,3.6308345794677734,1716380799.7599552,,,,,,,
10228,1716380799.7600582,1716380799.7721913,1716380799.7600586,1716380799.7631783,1716380799.7663856,1716380799.7663863,1716380799.7600758,1716380799.7631443,1716380799.7689369,1716380799.7721193,1716380799.763145,1716380799.7689378,10228,1.5264290571212769,1.0245203971862793,1716380799.7721198,,,,,,,
10229,1716380799.7722235,1716380799.7842116,1716380799.7722237,1716380799.7753017,1716380799.7786944,1716380799.7786949,1716380799.7722409,1716380799.7752657,1716380799.7812493,1716380799.7841403,1716380799.7752666,1716380799.78125,10229,1.7286252975463867,5.511175155639648,1716380799.7841408,,,,,,,
10230,1716380799.7842433,1716380799.7961252,1716380799.784244,1716380799.7873163,1716380799.7906773,1716380799.790678,1716380799.7842605,1716380799.7872806,1716380799.7931776,1716380799.7960532,1716380799.787281,1716380799.793178,10230,1.5206589698791504,0.4362286627292633,1716380799.7960534,,,,,,,
10231,1716380799.7961566,1716380799.8081589,1716380799.796157,1716380799.7992923,1716380799.8027723,1716380799.8027728,1716380799.7961743,1716380799.7992578,1716380799.8051894,1716380799.808085,1716380799.7992585,1716380799.8051898,10231,1.2499499320983887,2.914747953414917,1716380799.8080852,,,,,,,
10232,1716380799.8081903,1716380799.8201206,1716380799.8081908,1716380799.8111775,1716380799.8143532,1716380799.8143537,1716380799.8082066,1716380799.8111434,1716380799.8171275,1716380799.820048,1716380799.811144,1716380799.8171284,10232,0.9980682134628296,1.0721063613891602,1716380799.8200483,,,,,,,
10233,1716380799.8201518,1716380799.8321445,1716380799.8201523,1716380799.823255,1716380799.826773,1716380799.8267736,1716380799.82017,1716380799.82322,1716380799.8292835,1716380799.8320708,1716380799.8232205,1716380799.8292844,10233,1.3612202405929565,3.253415822982788,1716380799.832071,,,,,,,
10234,1716380799.832176,1716380799.8441103,1716380799.8321764,1716380799.8352058,1716380799.8386283,1716380799.838629,1716380799.8321927,1716380799.83517,1716380799.8411167,1716380799.8440363,1716380799.8351707,1716380799.8411176,10234,1.3375741243362427,1.2450294494628906,1716380799.8440368,,,,,,,
10235,1716380799.84416,1716380799.856087,1716380799.8441606,1716380799.8472795,1716380799.8507793,1716380799.85078,1716380799.8441784,1716380799.8472438,1716380799.8532386,1716380799.8560119,1716380799.8472443,1716380799.8532393,10235,1.4251998662948608,2.309321165084839,1716380799.8560123,,,,,,,
10236,1716380799.8561182,1716380799.8682616,1716380799.8561184,1716380799.8592637,1716380799.8624215,1716380799.8624222,1716380799.8561358,1716380799.859229,1716380799.8650422,1716380799.8681908,1716380799.8592298,1716380799.865043,10236,1.6250433921813965,3.584637403488159,1716380799.868191,,,,,,,
10237,1716380799.868293,1716380799.8803785,1716380799.8682933,1716380799.8712947,1716380799.8745587,1716380799.8745592,1716380799.8683107,1716380799.8712611,1716380799.8770754,1716380799.8803072,1716380799.8712616,1716380799.8770764,10237,1.1474363803863525,1.411598801612854,1716380799.8803077,,,,,,,
10238,1716380799.8804092,1716380799.892625,1716380799.8804097,1716380799.8834414,1716380799.8869925,1716380799.886993,1716380799.8804271,1716380799.8834069,1716380799.8895082,1716380799.8925467,1716380799.8834076,1716380799.8895094,10238,0.56395423412323,3.8873462677001953,1716380799.8925471,,,,,,,
10239,1716380799.892673,1716380799.9048214,1716380799.8926735,1716380799.8957937,1716380799.8992443,1716380799.899245,1716380799.8926911,1716380799.8957598,1716380799.9018476,1716380799.904751,1716380799.8957603,1716380799.9018486,10239,1.3397945165634155,1.0571807622909546,1716380799.9047513,,,,,,,
10240,1716380799.904853,1716380799.9170022,1716380799.9048533,1716380799.907957,1716380799.911305,1716380799.9113057,1716380799.9048696,1716380799.9079227,1716380799.914101,1716380799.9169111,1716380799.9079235,1716380799.9141018,10240,0.7724688053131104,3.70664381980896,1716380799.9169114,,,,,,,
10241,1716380799.9170356,1716380799.9291139,1716380799.9170358,1716380799.920087,1716380799.92345,1716380799.9234695,1716380799.9170532,1716380799.9200525,1716380799.9261155,1716380799.9290369,1716380799.920053,1716380799.9261165,10241,1.229729413986206,0.921637237071991,1716380799.929037,,,,,,,
10242,1716380799.9291632,1716380799.941334,1716380799.9291637,1716380799.9322865,1716380799.935464,1716380799.9354646,1716380799.9291825,1716380799.9322515,1716380799.9382317,1716380799.9412637,1716380799.9322522,1716380799.9382327,10242,1.2452788352966309,3.591252088546753,1716380799.9412642,,,,,,,
10243,1716380799.9413655,1716380799.953303,1716380799.9413657,1716380799.944486,1716380799.9479911,1716380799.9479916,1716380799.9413831,1716380799.9444523,1716380799.9504232,1716380799.9532313,1716380799.9444528,1716380799.950424,10243,0.6517958641052246,1.3465193510055542,1716380799.9532316,,,,,,,
10244,1716380799.9533343,1716380799.9652483,1716380799.9533346,1716380799.9564917,1716380799.9596806,1716380799.9596813,1716380799.95335,1716380799.9564536,1716380799.9621282,1716380799.9651787,1716380799.956454,1716380799.9621289,10244,1.443984031677246,3.39338755607605,1716380799.965179,,,,,,,
10245,1716380799.9652798,1716380799.9772856,1716380799.96528,1716380799.96855,1716380799.9718146,1716380799.9718153,1716380799.9652956,1716380799.9685144,1716380799.974359,1716380799.9772043,1716380799.9685152,1716380799.97436,10245,0.9102762937545776,1.6478931903839111,1716380799.9772046,,,,,,,
10246,1716380799.9773207,1716380799.9893255,1716380799.9773211,1716380799.980483,1716380799.9839957,1716380799.9839962,1716380799.9773386,1716380799.980447,1716380799.986482,1716380799.989252,1716380799.9804478,1716380799.9864829,10246,1.2797060012817383,0.9223413467407227,1716380799.9892523,,,,,,,
10247,1716380799.989375,1716380800.0014565,1716380799.9893756,1716380799.9925532,1716380799.9959316,1716380799.995932,1716380799.9893923,1716380799.9925196,1716380799.9984136,1716380800.001385,1716380799.99252,1716380799.9984143,10247,1.762291431427002,4.072973728179932,1716380800.0013852,,,,,,,
10248,1716380800.001487,1716380800.0133157,1716380800.0014873,1716380800.0045109,1716380800.0078034,1716380800.007804,1716380800.001504,1716380800.0044775,1716380800.0102239,1716380800.0132453,1716380800.0044782,1716380800.0102248,10248,1.3465999364852905,1.1014145612716675,1716380800.0132456,,,,,,,
10249,1716380800.013365,1716380800.0253034,1716380800.0133655,1716380800.016502,1716380800.0196948,1716380800.0196953,1716380800.0133827,1716380800.0164669,1716380800.0221634,1716380800.0252335,1716380800.0164678,1716380800.0221646,10249,1.3380839824676514,3.4474778175354004,1716380800.0252337,,,,,,,
10250,1716380800.0253348,1716380800.0372689,1716380800.025335,1716380800.0284631,1716380800.031612,1716380800.0316124,1716380800.0253508,1716380800.0284302,1716380800.0341327,1716380800.037195,1716380800.028431,1716380800.0341334,10250,0.6387497186660767,1.8877438306808472,1716380800.0371952,,,,,,,
10251,1716380800.0373023,1716380800.0493317,1716380800.0373025,1716380800.0404785,1716380800.0438306,1716380800.0438313,1716380800.0373194,1716380800.0404446,1716380800.0464332,1716380800.0492597,1716380800.040445,1716380800.0464342,10251,0.624722957611084,3.4078986644744873,1716380800.0492601,,,,,,,
10252,1716380800.049453,1716380800.06144,1716380800.0494535,1716380800.0526958,1716380800.0560558,1716380800.0560565,1716380800.0494587,1716380800.0526595,1716380800.0585368,1716380800.0613701,1716380800.0526602,1716380800.0585375,10252,0.8497589826583862,2.0052995681762695,1716380800.0613704,,,,,,,
10253,1716380800.0614717,1716380800.073671,1716380800.061472,1716380800.0646305,1716380800.0682526,1716380800.0682535,1716380800.0614974,1716380800.0645947,1716380800.0706553,1716380800.0736012,1716380800.0645952,1716380800.0706558,10253,0.5650014877319336,3.221910238265991,1716380800.0736015,,,,,,,
